account,traditional_category
a21895,backward_only
a09776,backward_only
a16475,isolated
a01804,backward_only
a17407,isolated
a23087,forward_only
a07209,isolated
a27652,isolated
a29690,forward_only
a02079,backward_only
a05349,isolated
a14203,isolated
a02243,isolated
a26476,backward_only
a03199,both_directions
a15097,both_directions
a20396,both_directions
a29650,isolated
a03912,backward_only
a10915,isolated
a21435,forward_only
a22507,isolated
a27836,backward_only
a17592,backward_only
a13059,backward_only
a18556,both_directions
a13335,isolated
a08147,isolated
a08089,isolated
a08875,backward_only
a08411,forward_only
a04766,backward_only
a18320,backward_only
a15272,isolated
a19801,both_directions
a25662,isolated
a26317,isolated
a13383,both_directions
a08471,both_directions
a17264,isolated
a27300,backward_only
a31060,isolated
a14434,backward_only
a11185,both_directions
a21983,isolated
a27286,forward_only
a03195,isolated
a21514,backward_only
a11349,isolated
a13970,isolated
a14995,forward_only
a10183,backward_only
a26639,both_directions
a23427,backward_only
a23672,backward_only
a08802,isolated
a22456,isolated
a11760,both_directions
a22204,forward_only
a03963,isolated
a17136,backward_only
a20409,backward_only
a22415,backward_only
a24056,forward_only
a02758,isolated
a21960,isolated
a03738,isolated
a15094,both_directions
a07974,isolated
a27928,isolated
a20359,backward_only
a23949,backward_only
a21853,isolated
a08154,isolated
a14444,backward_only
a08621,isolated
a30675,backward_only
a01857,isolated
a28827,backward_only
a07143,isolated
a12796,isolated
a03183,backward_only
a01752,isolated
a28357,both_directions
a03287,isolated
a05345,backward_only
a25321,isolated
a18441,isolated
a05788,backward_only
a18925,isolated
a21957,isolated
a09563,isolated
a20299,isolated
a08119,forward_only
a25462,backward_only
a20726,isolated
a25004,backward_only
a20870,forward_only
a23511,backward_only
a28851,isolated
a14640,isolated
a31145,isolated
a03607,isolated
a25535,backward_only
a27882,backward_only
a03219,isolated
a12491,isolated
a18957,isolated
a31361,both_directions
a03530,isolated
a20419,backward_only
a30342,isolated
a29571,isolated
a22639,isolated
a30634,both_directions
a30208,isolated
a05935,forward_only
a28863,isolated
a19826,forward_only
a12759,backward_only
a06258,backward_only
a05271,isolated
a10347,forward_only
a01724,forward_only
a04659,isolated
a08584,isolated
a01546,isolated
a23499,isolated
a03370,isolated
a24961,isolated
a25191,isolated
a22635,isolated
a20710,forward_only
a28488,isolated
a00413,isolated
a23019,forward_only
a11688,backward_only
a11098,isolated
a23700,isolated
a21824,backward_only
a17436,both_directions
a11462,isolated
a16933,isolated
a29922,isolated
a17583,backward_only
a04856,backward_only
a13547,isolated
a25085,isolated
a11716,both_directions
a07303,forward_only
a28514,backward_only
a22643,forward_only
a16304,isolated
a23413,both_directions
a13610,isolated
a30275,both_directions
a03850,backward_only
a12701,forward_only
a04708,backward_only
a19737,isolated
a29313,both_directions
a13164,both_directions
a13695,forward_only
a27311,isolated
a17534,backward_only
a16607,backward_only
a12547,isolated
a29464,forward_only
a03065,isolated
a29232,isolated
a26753,backward_only
a27358,both_directions
a01201,both_directions
a01006,isolated
a17994,isolated
a29404,forward_only
a10108,forward_only
a13825,isolated
a19653,backward_only
a18548,isolated
a25469,isolated
a20625,isolated
a07149,backward_only
a15728,isolated
a31261,isolated
a07453,both_directions
a06432,isolated
a27958,isolated
a19662,isolated
a04739,backward_only
a06356,isolated
a24219,forward_only
a00812,isolated
a05163,both_directions
a31281,forward_only
a02982,isolated
a01018,both_directions
a25825,forward_only
a13817,backward_only
a10317,isolated
a24164,both_directions
a17130,isolated
a29988,isolated
a13535,both_directions
a23589,backward_only
a28271,backward_only
a28958,isolated
a17146,both_directions
a11181,isolated
a27456,both_directions
a13090,isolated
a26465,backward_only
a25581,isolated
a29433,both_directions
a19814,both_directions
a25372,isolated
a09100,isolated
a31360,isolated
a18774,backward_only
a16494,backward_only
a13339,isolated
a23825,isolated
a25639,backward_only
a25591,both_directions
a26174,backward_only
a08677,backward_only
a07093,isolated
a16592,isolated
a00795,isolated
a23382,isolated
a26512,both_directions
a21413,backward_only
a10396,isolated
a09758,both_directions
a25516,isolated
a25328,backward_only
a11396,both_directions
a28219,isolated
a21789,forward_only
a16141,backward_only
a13536,both_directions
a06814,backward_only
a01574,isolated
a24899,forward_only
a03331,backward_only
a10468,backward_only
a07260,isolated
a09539,forward_only
a20776,isolated
a19530,isolated
a02625,isolated
a15907,forward_only
a26799,backward_only
a23780,backward_only
a28611,isolated
a10877,isolated
a14582,isolated
a24448,isolated
a04455,backward_only
a23550,forward_only
a26113,forward_only
a17226,isolated
a03312,backward_only
a28162,isolated
a06494,backward_only
a01507,isolated
a28905,backward_only
a23767,isolated
a09723,backward_only
a16342,forward_only
a28987,both_directions
a30912,isolated
a23439,backward_only
a10202,isolated
a10225,both_directions
a25311,isolated
a00019,forward_only
a16823,backward_only
a10130,forward_only
a13790,backward_only
a21513,isolated
a09859,isolated
a00732,isolated
a14489,forward_only
a05837,backward_only
a20738,both_directions
a22704,isolated
a21725,backward_only
a17200,isolated
a09507,both_directions
a28627,forward_only
a11345,backward_only
a01288,isolated
a25841,both_directions
a10796,both_directions
a12000,backward_only
a08079,isolated
a23329,forward_only
a26839,backward_only
a28389,backward_only
a20736,backward_only
a13148,isolated
a28503,isolated
a09267,isolated
a06608,backward_only
a08042,forward_only
a13860,isolated
a04960,isolated
a30303,both_directions
a21087,forward_only
a15280,forward_only
a29185,backward_only
a29417,isolated
a15211,both_directions
a16097,forward_only
a04809,isolated
a19485,backward_only
a09823,backward_only
a08942,both_directions
a07405,isolated
a12514,isolated
a16442,forward_only
a04510,backward_only
a25412,isolated
a05516,backward_only
a01346,isolated
a01720,forward_only
a02881,isolated
a29620,isolated
a17159,both_directions
a02463,backward_only
a23145,backward_only
a08827,forward_only
a07909,backward_only
a18703,backward_only
a23407,forward_only
a16544,isolated
a15472,isolated
a19137,forward_only
a22819,backward_only
a22925,forward_only
a02655,both_directions
a08027,both_directions
a30695,isolated
a01549,isolated
a09885,both_directions
a20536,isolated
a08888,isolated
a12584,both_directions
a21466,backward_only
a20787,isolated
a26881,isolated
a09227,backward_only
a23726,isolated
a01590,backward_only
a10182,isolated
a08364,backward_only
a14873,backward_only
a17011,isolated
a08022,isolated
a00543,backward_only
a21073,isolated
a03444,both_directions
a14299,isolated
a22837,forward_only
a22465,isolated
a27716,backward_only
a08962,both_directions
a04916,isolated
a17865,both_directions
a30874,both_directions
a12899,forward_only
a20352,forward_only
a03603,both_directions
a14807,backward_only
a29288,backward_only
a24416,both_directions
a25775,backward_only
a08921,backward_only
a28388,backward_only
a05733,isolated
a10833,both_directions
a26396,forward_only
a11898,both_directions
a15161,backward_only
a11556,both_directions
a30135,backward_only
a21730,both_directions
a07716,forward_only
a13613,isolated
a26619,isolated
a04382,backward_only
a29794,forward_only
a21622,isolated
a18583,isolated
a02747,backward_only
a23485,isolated
a17615,both_directions
a25119,both_directions
a24820,isolated
a21621,isolated
a20230,isolated
a16985,both_directions
a00755,isolated
a07465,isolated
a27771,forward_only
a30739,both_directions
a07061,backward_only
a16654,isolated
a17652,backward_only
a29642,isolated
a30625,both_directions
a23235,both_directions
a00253,isolated
a02614,backward_only
a06971,forward_only
a09687,backward_only
a20323,backward_only
a14016,isolated
a20639,isolated
a05117,backward_only
a00939,isolated
a20760,isolated
a26262,isolated
a22632,both_directions
a30911,forward_only
a20479,backward_only
a19936,both_directions
a11613,forward_only
a18121,backward_only
a12730,isolated
a07809,isolated
a25778,isolated
a05950,isolated
a07673,isolated
a29039,isolated
a21997,isolated
a29785,forward_only
a30319,forward_only
a00826,backward_only
a05944,forward_only
a16452,isolated
a06393,isolated
a29882,isolated
a12027,backward_only
a10852,both_directions
a13794,isolated
a04022,isolated
a23390,isolated
a14365,both_directions
a23494,isolated
a15014,backward_only
a08243,backward_only
a00453,isolated
a21760,isolated
a16891,isolated
a02345,backward_only
a08033,backward_only
a12678,isolated
a20274,isolated
a15918,isolated
a23950,isolated
a18111,isolated
a27820,both_directions
a22853,isolated
a20115,isolated
a02445,isolated
a06116,isolated
a15735,both_directions
a17295,isolated
a25264,backward_only
a26045,backward_only
a20241,backward_only
a27280,forward_only
a08273,forward_only
a11543,backward_only
a29163,forward_only
a30322,backward_only
a11808,isolated
a03788,backward_only
a18873,isolated
a01119,backward_only
a24809,backward_only
a01965,both_directions
a27814,forward_only
a15867,isolated
a22967,forward_only
a19080,both_directions
a05473,isolated
a06811,isolated
a08013,isolated
a08766,forward_only
a10837,isolated
a17995,isolated
a31404,isolated
a20988,isolated
a14962,isolated
a11313,forward_only
a14356,isolated
a16996,backward_only
a03801,both_directions
a24145,forward_only
a13068,forward_only
a11108,backward_only
a05563,both_directions
a27201,isolated
a31286,both_directions
a23136,isolated
a19770,isolated
a04545,isolated
a22072,backward_only
a01469,isolated
a01924,isolated
a05502,isolated
a08280,backward_only
a05404,both_directions
a14377,isolated
a01754,isolated
a15711,backward_only
a09805,isolated
a28675,isolated
a02085,backward_only
a00473,isolated
a23922,backward_only
a15967,both_directions
a19101,backward_only
a04030,isolated
a12294,isolated
a09715,both_directions
a11895,isolated
a12985,backward_only
a05242,backward_only
a14032,backward_only
a26204,isolated
a12557,isolated
a07655,isolated
a07290,backward_only
a10892,forward_only
a11415,backward_only
a15050,isolated
a06943,backward_only
a02334,forward_only
a11793,both_directions
a10092,isolated
a16223,backward_only
a09558,both_directions
a19175,both_directions
a14321,isolated
a07486,isolated
a18810,isolated
a08681,both_directions
a15173,isolated
a24721,isolated
a22064,isolated
a02873,backward_only
a00674,backward_only
a17692,backward_only
a14043,forward_only
a15167,both_directions
a08001,both_directions
a22716,isolated
a24796,isolated
a08381,both_directions
a27267,backward_only
a09759,isolated
a13021,backward_only
a26438,both_directions
a25557,backward_only
a16458,isolated
a07519,isolated
a01380,isolated
a20057,isolated
a24844,backward_only
a09075,backward_only
a12884,both_directions
a26301,backward_only
a11714,isolated
a16496,both_directions
a18829,forward_only
a05592,isolated
a28495,isolated
a09245,isolated
a18542,isolated
a14431,isolated
a15047,isolated
a27827,forward_only
a09792,isolated
a05124,backward_only
a22529,forward_only
a12561,isolated
a12010,isolated
a13607,forward_only
a21429,isolated
a22818,backward_only
a28115,isolated
a30829,forward_only
a21259,isolated
a06853,isolated
a20240,isolated
a07963,isolated
a05408,backward_only
a22416,isolated
a04672,isolated
a30789,forward_only
a15127,isolated
a15663,isolated
a04244,isolated
a22649,isolated
a23267,isolated
a26687,isolated
a03908,forward_only
a15527,isolated
a08543,backward_only
a29702,backward_only
a00649,isolated
a28639,backward_only
a19625,isolated
a01669,isolated
a27691,isolated
a13366,isolated
a19872,forward_only
a28027,isolated
a17330,isolated
a20451,both_directions
a19608,forward_only
a26517,backward_only
a28999,isolated
a04263,backward_only
a00970,isolated
a17427,isolated
a17619,isolated
a22684,isolated
a23650,backward_only
a24227,isolated
a04783,isolated
a17712,backward_only
a00632,both_directions
a30914,forward_only
a16205,isolated
a08118,backward_only
a11896,backward_only
a19745,both_directions
a10700,both_directions
a17888,isolated
a06663,backward_only
a19042,backward_only
a20501,both_directions
a20681,isolated
a23974,backward_only
a06209,backward_only
a29309,isolated
a15264,isolated
a00254,backward_only
a30530,isolated
a28780,isolated
a02543,both_directions
a20087,backward_only
a10117,isolated
a15079,isolated
a02673,isolated
a28463,backward_only
a10377,isolated
a27879,isolated
a23602,isolated
a26129,isolated
a31253,isolated
a02981,backward_only
a08391,backward_only
a18612,forward_only
a28597,backward_only
a06040,isolated
a02082,isolated
a01572,isolated
a18289,backward_only
a22200,isolated
a26679,isolated
a22360,backward_only
a18226,both_directions
a08823,isolated
a28784,forward_only
a22343,both_directions
a13855,isolated
a23470,backward_only
a22729,isolated
a10485,both_directions
a04541,both_directions
a15428,backward_only
a20129,isolated
a25833,forward_only
a11397,isolated
a00065,both_directions
a28061,isolated
a19288,isolated
a21848,isolated
a13405,backward_only
a20218,backward_only
a02688,both_directions
a24415,isolated
a30101,both_directions
a03600,forward_only
a03650,forward_only
a06007,forward_only
a18472,backward_only
a10661,isolated
a29791,isolated
a27083,forward_only
a30511,backward_only
a08715,backward_only
a11190,isolated
a13381,backward_only
a06171,backward_only
a30748,backward_only
a17632,isolated
a14396,isolated
a19531,isolated
a10245,isolated
a03156,both_directions
a20191,isolated
a01449,backward_only
a20743,isolated
a26651,backward_only
a11783,isolated
a01194,backward_only
a26604,backward_only
a07895,both_directions
a13456,both_directions
a24284,isolated
a12886,backward_only
a11558,forward_only
a15087,isolated
a28727,backward_only
a11725,forward_only
a28991,isolated
a06575,both_directions
a10332,isolated
a02013,isolated
a03397,both_directions
a25879,backward_only
a08102,isolated
a09619,isolated
a21431,isolated
a21305,isolated
a23446,isolated
a07292,backward_only
a07040,isolated
a29276,isolated
a00149,both_directions
a02478,isolated
a09650,both_directions
a26694,forward_only
a16145,both_directions
a15362,isolated
a26623,forward_only
a01353,isolated
a01355,isolated
a10624,isolated
a26466,isolated
a04597,backward_only
a03508,backward_only
a05367,backward_only
a01025,isolated
a02395,backward_only
a13297,forward_only
a18058,isolated
a19782,backward_only
a26166,forward_only
a25596,forward_only
a22479,both_directions
a04125,both_directions
a07616,isolated
a02054,backward_only
a13852,both_directions
a26092,backward_only
a12551,both_directions
a20119,forward_only
a00365,isolated
a21209,isolated
a03998,both_directions
a05750,backward_only
a13178,isolated
a20483,both_directions
a30180,both_directions
a02220,backward_only
a12786,isolated
a09643,isolated
a03200,isolated
a24258,isolated
a22228,both_directions
a21878,both_directions
a12368,both_directions
a09415,both_directions
a00556,both_directions
a25963,isolated
a16035,isolated
a05653,isolated
a06530,isolated
a07037,isolated
a22972,backward_only
a22528,both_directions
a21077,backward_only
a09238,backward_only
a00006,isolated
a17491,backward_only
a27533,both_directions
a20403,isolated
a15718,backward_only
a04688,backward_only
a19369,isolated
a12067,isolated
a13600,isolated
a05536,isolated
a20808,backward_only
a20027,both_directions
a06047,isolated
a20430,isolated
a15232,both_directions
a06243,both_directions
a23370,isolated
a29951,forward_only
a26662,forward_only
a26874,backward_only
a06136,isolated
a25089,backward_only
a27131,isolated
a02081,isolated
a23999,backward_only
a17946,isolated
a05478,backward_only
a02561,both_directions
a27978,isolated
a04714,isolated
a19558,backward_only
a08742,backward_only
a30442,forward_only
a12380,forward_only
a18278,isolated
a31091,isolated
a21097,both_directions
a17247,forward_only
a16837,isolated
a12389,backward_only
a08011,backward_only
a25398,isolated
a18650,both_directions
a11402,forward_only
a22022,isolated
a31082,backward_only
a02200,isolated
a18887,isolated
a27705,isolated
a15447,backward_only
a03937,isolated
a16406,backward_only
a22583,isolated
a16202,backward_only
a18710,isolated
a06648,backward_only
a15897,both_directions
a05132,backward_only
a11724,isolated
a00801,forward_only
a00200,backward_only
a04100,backward_only
a27284,isolated
a11846,isolated
a05697,isolated
a07976,backward_only
a04462,isolated
a23505,forward_only
a00988,both_directions
a02927,isolated
a26794,forward_only
a19354,forward_only
a12428,isolated
a06180,isolated
a11530,forward_only
a30236,forward_only
a30784,backward_only
a30215,isolated
a24369,isolated
a19922,forward_only
a18150,isolated
a06037,both_directions
a19386,forward_only
a27378,isolated
a21356,backward_only
a04264,forward_only
a05043,isolated
a26371,both_directions
a28981,backward_only
a07619,forward_only
a22074,forward_only
a12572,backward_only
a23169,forward_only
a27618,isolated
a22106,isolated
a19516,backward_only
a20634,backward_only
a21228,isolated
a29590,forward_only
a24698,backward_only
a04753,forward_only
a18821,isolated
a31373,forward_only
a25889,isolated
a26145,isolated
a21491,forward_only
a00424,isolated
a15455,forward_only
a23706,isolated
a30544,backward_only
a01765,isolated
a22319,isolated
a05676,backward_only
a26957,isolated
a18360,isolated
a05217,isolated
a03353,backward_only
a17674,both_directions
a00351,both_directions
a14335,isolated
a16469,isolated
a01726,forward_only
a09757,isolated
a12337,both_directions
a19571,backward_only
a12180,backward_only
a01544,isolated
a03780,backward_only
a23009,isolated
a03615,both_directions
a18487,isolated
a11263,forward_only
a29827,forward_only
a05209,forward_only
a07194,both_directions
a00008,backward_only
a11845,isolated
a24246,both_directions
a21348,isolated
a20746,isolated
a16558,isolated
a00107,isolated
a01191,forward_only
a31058,isolated
a02800,backward_only
a26866,backward_only
a04919,backward_only
a28816,isolated
a09126,isolated
a12770,both_directions
a16167,isolated
a21876,forward_only
a00917,isolated
a06261,forward_only
a02841,both_directions
a28608,both_directions
a25541,backward_only
a27476,isolated
a26891,isolated
a06317,isolated
a22585,isolated
a29023,both_directions
a15045,isolated
a17056,both_directions
a25542,forward_only
a13554,isolated
a11292,isolated
a25783,backward_only
a06451,isolated
a12737,isolated
a17640,both_directions
a10198,isolated
a20703,isolated
a02749,backward_only
a00335,backward_only
a02955,isolated
a10855,isolated
a01391,both_directions
a26622,forward_only
a23869,isolated
a26084,isolated
a22134,isolated
a26689,isolated
a05585,forward_only
a30412,backward_only
a22044,isolated
a10397,both_directions
a12270,backward_only
a22591,backward_only
a07808,isolated
a19994,isolated
a14495,both_directions
a10554,isolated
a00591,backward_only
a03233,isolated
a15177,isolated
a03775,forward_only
a29805,isolated
a16814,forward_only
a01683,backward_only
a29117,backward_only
a00273,backward_only
a07626,isolated
a29440,isolated
a03140,both_directions
a19448,forward_only
a15764,forward_only
a10664,isolated
a18128,isolated
a30612,isolated
a00307,isolated
a21327,forward_only
a23128,isolated
a13627,isolated
a26904,isolated
a07492,isolated
a06672,backward_only
a19879,backward_only
a10278,both_directions
a27747,backward_only
a11499,isolated
a17069,isolated
a23090,isolated
a01307,isolated
a10349,backward_only
a23587,isolated
a06205,backward_only
a29297,forward_only
a21581,backward_only
a06771,isolated
a24077,isolated
a05330,forward_only
a09854,isolated
a17951,both_directions
a06566,backward_only
a24192,forward_only
a01823,isolated
a25197,forward_only
a21993,forward_only
a29175,backward_only
a18280,forward_only
a04581,backward_only
a05363,both_directions
a23024,forward_only
a16421,isolated
a07801,backward_only
a17116,isolated
a01035,isolated
a29753,forward_only
a13707,both_directions
a17642,forward_only
a15335,backward_only
a09284,backward_only
a06139,both_directions
a11198,forward_only
a17797,forward_only
a16790,forward_only
a01849,both_directions
a20406,backward_only
a14109,isolated
a24692,isolated
a02194,both_directions
a06507,isolated
a19949,forward_only
a14440,isolated
a31291,isolated
a26005,backward_only
a27188,forward_only
a11790,isolated
a29926,both_directions
a00400,isolated
a09671,both_directions
a24766,isolated
a28718,isolated
a05053,backward_only
a11810,isolated
a23851,isolated
a11917,both_directions
a17816,isolated
a06887,forward_only
a01432,forward_only
a16982,isolated
a01249,forward_only
a03730,isolated
a14963,isolated
a09479,both_directions
a18454,isolated
a18886,forward_only
a01602,both_directions
a01034,backward_only
a12779,backward_only
a20128,backward_only
a16152,both_directions
a13999,both_directions
a15036,isolated
a07126,isolated
a18402,backward_only
a20043,both_directions
a22459,backward_only
a30487,isolated
a22301,isolated
a13954,isolated
a13755,backward_only
a13754,both_directions
a15245,backward_only
a23112,isolated
a30434,isolated
a01303,forward_only
a18459,forward_only
a08262,isolated
a23276,isolated
a10785,isolated
a04037,isolated
a04142,isolated
a01162,forward_only
a12317,isolated
a25104,isolated
a03104,forward_only
a00551,isolated
a17845,isolated
a24216,both_directions
a12827,backward_only
a02854,isolated
a12192,both_directions
a26152,isolated
a18525,isolated
a18221,both_directions
a26974,both_directions
a02994,backward_only
a30191,backward_only
a21770,isolated
a19494,isolated
a11004,forward_only
a28932,forward_only
a02071,backward_only
a19261,backward_only
a17167,forward_only
a31182,isolated
a02597,backward_only
a26954,isolated
a13722,isolated
a30273,backward_only
a13974,isolated
a17936,isolated
a28080,isolated
a10856,forward_only
a14969,isolated
a11523,isolated
a10668,isolated
a24076,backward_only
a24062,backward_only
a00059,backward_only
a03961,backward_only
a03473,both_directions
a30093,both_directions
a24450,isolated
a16971,both_directions
a01989,backward_only
a19521,isolated
a19126,isolated
a24399,isolated
a01848,both_directions
a14564,both_directions
a16058,isolated
a20195,forward_only
a31144,backward_only
a27785,isolated
a20035,isolated
a04713,backward_only
a15990,backward_only
a15685,both_directions
a30575,isolated
a05177,isolated
a08979,backward_only
a03824,forward_only
a18573,both_directions
a23503,isolated
a09565,isolated
a20082,isolated
a06650,isolated
a30094,both_directions
a19983,isolated
a04556,forward_only
a18856,backward_only
a25809,isolated
a28846,isolated
a02047,backward_only
a26101,forward_only
a04322,both_directions
a02441,isolated
a03772,isolated
a31486,isolated
a16688,both_directions
a29689,backward_only
a20769,isolated
a24226,isolated
a31039,both_directions
a07025,forward_only
a05739,isolated
a28132,isolated
a17166,both_directions
a07918,both_directions
a07865,backward_only
a13913,backward_only
a09624,isolated
a06836,isolated
a09025,isolated
a07680,backward_only
a10507,both_directions
a02555,isolated
a14402,isolated
a19401,isolated
a29290,isolated
a10307,isolated
a18671,forward_only
a10456,isolated
a12078,isolated
a16635,both_directions
a31216,backward_only
a06987,isolated
a00878,both_directions
a26993,isolated
a29824,both_directions
a05386,forward_only
a02582,isolated
a15282,both_directions
a08306,backward_only
a08895,backward_only
a31101,backward_only
a26655,isolated
a27913,isolated
a17254,isolated
a23181,backward_only
a26933,isolated
a28573,isolated
a22384,isolated
a26599,both_directions
a04260,isolated
a11802,isolated
a08327,isolated
a01920,forward_only
a09460,both_directions
a12878,forward_only
a19973,isolated
a08178,isolated
a24072,isolated
a27268,backward_only
a16799,both_directions
a05090,isolated
a14729,backward_only
a23170,isolated
a01173,backward_only
a08885,backward_only
a10884,forward_only
a13716,isolated
a24574,isolated
a23788,backward_only
a21474,backward_only
a11192,backward_only
a21579,backward_only
a13730,isolated
a08423,backward_only
a10223,backward_only
a21090,isolated
a04503,isolated
a30679,isolated
a20307,isolated
a13739,isolated
a26368,isolated
a14467,forward_only
a05269,backward_only
a14450,backward_only
a27996,isolated
a15425,backward_only
a29941,isolated
a07421,isolated
a06195,isolated
a08995,isolated
a19652,isolated
a20970,isolated
a08045,forward_only
a23607,backward_only
a11625,isolated
a05983,both_directions
a17984,backward_only
a13980,backward_only
a15975,backward_only
a26930,isolated
a01496,isolated
a23539,isolated
a25418,backward_only
a00629,both_directions
a10673,backward_only
a13289,both_directions
a27917,backward_only
a30620,isolated
a20009,forward_only
a15303,isolated
a15951,isolated
a00303,forward_only
a27339,isolated
a27336,backward_only
a18717,both_directions
a15460,isolated
a29045,isolated
a11337,backward_only
a13284,backward_only
a05879,isolated
a02046,both_directions
a24250,isolated
a08493,isolated
a02729,both_directions
a06714,isolated
a03139,backward_only
a12062,forward_only
a20685,isolated
a24700,forward_only
a06099,both_directions
a28146,both_directions
a28845,isolated
a06140,backward_only
a06096,both_directions
a03271,both_directions
a12959,both_directions
a02315,forward_only
a05948,backward_only
a20622,backward_only
a03185,both_directions
a15932,isolated
a11046,isolated
a21753,backward_only
a13125,backward_only
a09022,both_directions
a12063,isolated
a12054,isolated
a06897,isolated
a26326,isolated
a03083,isolated
a02004,isolated
a16785,backward_only
a03896,isolated
a07891,isolated
a02768,backward_only
a07312,isolated
a12726,forward_only
a29811,forward_only
a06229,both_directions
a23600,backward_only
a12083,isolated
a03119,isolated
a18328,isolated
a18848,isolated
a14679,forward_only
a24434,isolated
a30707,both_directions
a18318,both_directions
a19030,isolated
a16819,backward_only
a28451,isolated
a23307,isolated
a31166,isolated
a09295,forward_only
a11319,isolated
a28643,isolated
a16105,isolated
a28748,forward_only
a22652,isolated
a24566,isolated
a08778,backward_only
a08813,isolated
a01828,isolated
a03666,isolated
a03699,forward_only
a14360,forward_only
a13740,isolated
a23533,isolated
a13720,both_directions
a14220,both_directions
a03612,forward_only
a17767,isolated
a07890,backward_only
a22480,backward_only
a22364,forward_only
a26460,isolated
a19141,backward_only
a11052,both_directions
a21359,isolated
a09471,forward_only
a07936,isolated
a24400,forward_only
a29637,forward_only
a05812,isolated
a11903,isolated
a12030,isolated
a31113,isolated
a29040,forward_only
a28946,isolated
a28977,isolated
a26399,forward_only
a03121,backward_only
a18766,isolated
a07674,isolated
a27308,isolated
a04436,forward_only
a19595,forward_only
a28698,backward_only
a10514,isolated
a03147,backward_only
a13803,isolated
a24702,isolated
a22675,backward_only
a30584,both_directions
a06416,isolated
a27030,backward_only
a01402,forward_only
a07363,forward_only
a23305,isolated
a30158,both_directions
a11124,both_directions
a07531,both_directions
a03216,isolated
a20754,isolated
a28312,backward_only
a20206,isolated
a15273,isolated
a11559,backward_only
a15105,backward_only
a29457,isolated
a14131,backward_only
a11447,isolated
a23875,backward_only
a28199,isolated
a12284,isolated
a00485,forward_only
a06624,both_directions
a29821,both_directions
a13351,backward_only
a24021,isolated
a15569,backward_only
a19064,isolated
a29134,backward_only
a01325,isolated
a31463,isolated
a09576,forward_only
a01957,both_directions
a01422,forward_only
a26609,isolated
a22311,backward_only
a02677,forward_only
a11734,isolated
a14915,isolated
a22126,isolated
a00964,isolated
a02276,isolated
a18403,backward_only
a02638,isolated
a13832,isolated
a18795,both_directions
a27227,isolated
a25338,both_directions
a15582,backward_only
a15465,isolated
a18943,both_directions
a18397,isolated
a14516,backward_only
a12662,backward_only
a30721,both_directions
a15820,forward_only
a29833,backward_only
a04083,backward_only
a21067,both_directions
a15314,isolated
a24310,forward_only
a15279,isolated
a27490,isolated
a21010,forward_only
a15341,backward_only
a27260,isolated
a19283,isolated
a23692,isolated
a22889,isolated
a10557,backward_only
a06239,backward_only
a04124,isolated
a25130,isolated
a21500,isolated
a03109,isolated
a19557,both_directions
a00728,isolated
a28311,backward_only
a05108,isolated
a02519,both_directions
a06299,both_directions
a02438,forward_only
a30122,isolated
a09653,forward_only
a27207,backward_only
a13213,backward_only
a04617,isolated
a11940,isolated
a21134,isolated
a18217,both_directions
a03724,isolated
a09137,isolated
a04304,backward_only
a29210,isolated
a08133,backward_only
a14921,backward_only
a18773,isolated
a18842,backward_only
a14243,backward_only
a14892,isolated
a10005,isolated
a20141,forward_only
a30755,backward_only
a01233,forward_only
a17365,forward_only
a14107,isolated
a27536,isolated
a29609,isolated
a28903,both_directions
a06831,isolated
a21273,isolated
a26723,isolated
a29194,backward_only
a03579,backward_only
a05642,isolated
a17190,backward_only
a25493,isolated
a04229,both_directions
a20999,both_directions
a04618,both_directions
a17887,backward_only
a19275,both_directions
a04473,isolated
a29515,backward_only
a13515,isolated
a02246,isolated
a25209,isolated
a21739,forward_only
a00884,isolated
a14152,isolated
a00496,both_directions
a29975,both_directions
a15831,isolated
a15075,forward_only
a20321,both_directions
a28295,isolated
a07938,backward_only
a11445,isolated
a00749,isolated
a07223,isolated
a23315,isolated
a25671,both_directions
a00846,isolated
a07818,backward_only
a14029,backward_only
a14049,isolated
a26384,isolated
a03334,isolated
a20708,isolated
a22781,forward_only
a23802,backward_only
a12155,backward_only
a10178,isolated
a27129,backward_only
a17439,isolated
a23849,isolated
a16481,both_directions
a06841,forward_only
a12256,isolated
a17347,forward_only
a17408,isolated
a05244,both_directions
a01775,backward_only
a09132,isolated
a03978,isolated
a05261,isolated
a26293,isolated
a20948,isolated
a14829,forward_only
a25399,isolated
a00570,backward_only
a28667,isolated
a01161,isolated
a07417,isolated
a25544,backward_only
a18983,isolated
a09133,both_directions
a22470,backward_only
a02627,isolated
a14545,both_directions
a10725,isolated
a21192,forward_only
a03899,backward_only
a09639,forward_only
a15319,isolated
a23127,isolated
a04961,both_directions
a24338,isolated
a16337,backward_only
a00941,forward_only
a00062,isolated
a31186,isolated
a05549,isolated
a12926,isolated
a27664,isolated
a29063,isolated
a02144,isolated
a06683,isolated
a09568,forward_only
a00718,backward_only
a16517,isolated
a30865,backward_only
a02592,both_directions
a16165,isolated
a05126,both_directions
a27908,isolated
a10260,isolated
a06724,isolated
a02205,isolated
a21248,isolated
a05635,isolated
a01656,isolated
a04604,isolated
a19950,forward_only
a03979,backward_only
a03431,isolated
a00816,backward_only
a19601,forward_only
a11372,isolated
a08094,isolated
a14521,both_directions
a28763,isolated
a26010,isolated
a04964,both_directions
a27756,both_directions
a21654,isolated
a06888,both_directions
