account,traditional_category
a08767,isolated
a24469,isolated
a23709,isolated
a12205,backward_only
a25660,backward_only
a15500,isolated
a21777,forward_only
a25993,both_directions
a19807,isolated
a05137,isolated
a00323,isolated
a12164,isolated
a04242,backward_only
a05455,isolated
a07836,forward_only
a08924,isolated
a07663,both_directions
a10574,isolated
a04582,both_directions
a03556,forward_only
a07670,isolated
a01382,isolated
a28261,isolated
a07234,forward_only
a14989,isolated
a30855,isolated
a13926,both_directions
a15123,isolated
a18390,isolated
a12633,isolated
a11007,isolated
a24351,isolated
a19990,backward_only
a24963,isolated
a07500,backward_only
a11632,isolated
a19916,backward_only
a31481,isolated
a13505,backward_only
a10746,backward_only
a24245,backward_only
a16163,isolated
a14991,isolated
a00549,backward_only
a18055,backward_only
a14128,isolated
a07518,backward_only
a15557,both_directions
a07418,backward_only
a28953,isolated
a00049,isolated
a10798,isolated
a20504,isolated
a09937,backward_only
a16198,backward_only
a13646,isolated
a12706,isolated
a07375,forward_only
a21938,backward_only
a16760,isolated
a27728,isolated
a04768,forward_only
a12320,backward_only
a00604,isolated
a15763,isolated
a31219,isolated
a20058,backward_only
a11395,isolated
a09208,backward_only
a04145,isolated
a00763,isolated
a13161,both_directions
a16669,forward_only
a18386,isolated
a03169,isolated
a28390,isolated
a08899,backward_only
a03250,both_directions
a11049,isolated
a00398,isolated
a21492,isolated
a15827,isolated
a27278,isolated
a16346,backward_only
a17212,forward_only
a10568,backward_only
a05001,isolated
a20466,backward_only
a08407,isolated
a06033,both_directions
a28543,isolated
a19392,backward_only
a24877,isolated
a17503,backward_only
a21443,forward_only
a27744,isolated
a17475,forward_only
a14086,isolated
a24160,isolated
a21013,isolated
a28705,forward_only
a31030,isolated
a23257,both_directions
a19130,isolated
a30873,forward_only
a21749,isolated
a09972,isolated
a01805,isolated
a22172,isolated
a17547,backward_only
a15695,forward_only
a17644,isolated
a24918,backward_only
a10619,forward_only
a15672,forward_only
a10501,isolated
a05487,isolated
a14811,isolated
a16660,forward_only
a08720,isolated
a19577,backward_only
a27046,isolated
a10000,both_directions
a06175,isolated
a14538,isolated
a10891,isolated
a12218,isolated
a17630,forward_only
a14603,both_directions
a02765,isolated
a09177,both_directions
a28672,isolated
a20774,isolated
a10768,both_directions
a18147,isolated
a14105,both_directions
a15598,isolated
a04324,isolated
a21176,backward_only
a05814,isolated
a11593,isolated
a10512,backward_only
a27974,isolated
a19462,backward_only
a17559,backward_only
a19340,isolated
a06931,isolated
a11367,isolated
a11175,isolated
a30111,backward_only
a11285,forward_only
a25201,both_directions
a10817,isolated
a20457,forward_only
a10239,isolated
a13967,isolated
a08785,isolated
a04186,isolated
a25408,backward_only
a03815,isolated
a28497,backward_only
a16308,isolated
a00339,backward_only
a00489,isolated
a29634,backward_only
a18330,isolated
a25597,isolated
a14084,isolated
a22052,isolated
a27577,backward_only
a16197,isolated
a29913,forward_only
a06145,forward_only
a02187,isolated
a31492,backward_only
a14355,forward_only
a14123,isolated
a08275,isolated
a08425,isolated
a27010,forward_only
a04143,forward_only
a24832,isolated
a22041,isolated
a04814,isolated
a21794,isolated
a15602,backward_only
a15042,both_directions
a14486,isolated
a17665,both_directions
a07212,backward_only
a14877,isolated
a28298,backward_only
a09462,isolated
a18411,forward_only
a24489,both_directions
a30258,isolated
a01083,isolated
a11642,isolated
a15398,backward_only
a19270,backward_only
a15104,isolated
a05048,isolated
a11312,isolated
a14318,isolated
a26052,isolated
a24135,isolated
a03310,forward_only
a15856,isolated
a15983,isolated
a15440,isolated
a23079,both_directions
a06700,backward_only
a29621,isolated
a11304,isolated
a25592,backward_only
a21172,backward_only
a00819,forward_only
a29466,backward_only
a04534,forward_only
a28097,isolated
a23193,isolated
a07858,backward_only
a05506,forward_only
a20471,both_directions
a17720,backward_only
a02934,isolated
a08297,both_directions
a29301,both_directions
a21668,isolated
a15620,forward_only
a29842,isolated
a23163,isolated
a09165,both_directions
a23635,isolated
a15746,backward_only
a06150,both_directions
a06938,isolated
a25172,isolated
a30804,forward_only
a25252,isolated
a26918,forward_only
a29326,backward_only
a18529,isolated
a05452,both_directions
a14958,forward_only
a10267,backward_only
a02179,isolated
a15801,forward_only
a28504,forward_only
a02310,isolated
a22131,isolated
a26589,isolated
a21401,backward_only
a14872,forward_only
a31328,isolated
a04008,backward_only
a19957,forward_only
a19748,isolated
a23052,backward_only
a27151,isolated
a18523,isolated
a05347,isolated
a05176,isolated
a05314,forward_only
a06292,isolated
a07608,backward_only
a00922,forward_only
a19378,backward_only
a02496,both_directions
a02329,backward_only
a17196,isolated
a10400,isolated
a20461,isolated
a08452,isolated
a25475,isolated
a18742,isolated
a02206,isolated
a20522,isolated
a13656,isolated
a08179,forward_only
a02266,isolated
a21139,isolated
a24708,isolated
a00165,isolated
a18929,forward_only
a29768,forward_only
a17605,isolated
a26983,both_directions
a27699,isolated
a03345,backward_only
a31351,isolated
a30227,both_directions
a00328,both_directions
a19490,isolated
a31073,both_directions
a05560,isolated
a09984,isolated
a08627,backward_only
a03468,forward_only
a02642,isolated
a21020,backward_only
a10733,backward_only
a18610,isolated
a12169,isolated
a06699,backward_only
a17972,both_directions
a04931,isolated
a23271,both_directions
a22797,isolated
a23707,forward_only
a22544,isolated
a09522,forward_only
a04213,isolated
a28306,both_directions
a07735,forward_only
a25086,isolated
a00194,isolated
a02805,both_directions
a05701,isolated
a16260,isolated
a23299,isolated
a19612,backward_only
a15957,both_directions
a02128,isolated
a12410,isolated
a27194,both_directions
a20213,isolated
a14033,isolated
a12912,backward_only
a25495,both_directions
a08735,isolated
a18493,backward_only
a01740,isolated
a05954,isolated
a28025,isolated
a15265,both_directions
a29970,isolated
a18236,isolated
a27723,isolated
a11957,isolated
a16640,backward_only
a19948,backward_only
a06621,backward_only
a08894,forward_only
a08957,backward_only
a24865,isolated
a20467,backward_only
a05197,isolated
a11900,backward_only
a08930,isolated
a08010,backward_only
a21512,both_directions
a03729,isolated
a09356,both_directions
a11091,isolated
a08064,both_directions
a06162,both_directions
a14838,isolated
a22589,backward_only
a08476,isolated
a22239,isolated
a13521,both_directions
a24259,both_directions
a19001,both_directions
a00116,both_directions
a20122,forward_only
a21478,isolated
a20066,isolated
a22759,isolated
a26920,isolated
a22247,forward_only
a24127,isolated
a14646,backward_only
a08395,both_directions
a16615,both_directions
a23182,forward_only
a05981,forward_only
a01075,forward_only
a25427,isolated
a07585,forward_only
a01174,isolated
a16118,backward_only
a27867,isolated
a02554,isolated
a23294,backward_only
a01905,forward_only
a22787,isolated
a11552,isolated
a17918,backward_only
a07056,isolated
a28469,backward_only
a25618,backward_only
a14302,forward_only
a25644,backward_only
a28496,backward_only
a30751,forward_only
a17492,isolated
a00998,backward_only
a10046,both_directions
a16386,isolated
a18201,forward_only
a29946,isolated
a24513,forward_only
a00656,isolated
a29494,backward_only
a22133,isolated
a07080,isolated
a01609,isolated
a06508,isolated
a29835,isolated
a17625,isolated
a27125,isolated
a18797,isolated
a19193,backward_only
a13865,isolated
a21256,both_directions
a21247,backward_only
a18863,isolated
a13489,backward_only
a04977,both_directions
a26061,backward_only
a08884,forward_only
a09667,forward_only
a12437,backward_only
a30333,isolated
a18064,backward_only
a17299,forward_only
a06967,forward_only
a06514,backward_only
a15594,isolated
a28566,forward_only
a08442,isolated
a13102,backward_only
a26060,backward_only
a13584,isolated
a04626,isolated
a30701,both_directions
a00814,isolated
a27250,backward_only
a12681,backward_only
a25175,backward_only
a04050,both_directions
a26632,both_directions
a28768,isolated
a26825,both_directions
a26671,isolated
a14284,backward_only
a19099,isolated
a00264,isolated
a04220,isolated
a23450,backward_only
a10064,isolated
a31329,isolated
a23319,isolated
a07512,backward_only
a05562,forward_only
a09699,forward_only
a06398,isolated
a29499,backward_only
a02954,backward_only
a19018,isolated
a24330,backward_only
a27681,isolated
a10749,isolated
a05089,backward_only
a00229,isolated
a04950,backward_only
a22108,isolated
a14456,isolated
a01048,isolated
a16656,both_directions
a11577,isolated
a08939,both_directions
a10686,forward_only
a26375,isolated
a27200,both_directions
a31224,isolated
a23686,forward_only
a01664,isolated
a09735,backward_only
a21635,isolated
a06993,both_directions
a11601,backward_only
a30395,both_directions
a13529,isolated
a16146,isolated
a23232,isolated
a31147,isolated
a20243,isolated
a10018,forward_only
a06567,both_directions
a03384,isolated
a01834,forward_only
a00100,isolated
a26680,backward_only
a00955,isolated
a16672,forward_only
a17450,both_directions
a27786,backward_only
a21672,forward_only
a29246,isolated
a01260,forward_only
a28037,isolated
a17429,backward_only
a21111,backward_only
a30351,backward_only
a02933,both_directions
a20025,backward_only
a14327,isolated
a15102,backward_only
a05951,isolated
a15740,forward_only
a26988,isolated
a10414,backward_only
a27404,both_directions
a15448,backward_only
a15247,both_directions
a00515,forward_only
a24125,backward_only
a03385,isolated
a16292,backward_only
a04003,isolated
a00598,isolated
a21194,backward_only
a29932,both_directions
a03820,both_directions
a00444,backward_only
a21852,forward_only
a14227,isolated
a28437,isolated
a27361,isolated
a30654,isolated
a29033,isolated
a01405,forward_only
a31489,isolated
a10334,forward_only
a11910,both_directions
a16127,isolated
a26425,isolated
a14426,isolated
a09358,backward_only
a26733,isolated
a29924,both_directions
a04732,isolated
a17242,backward_only
a00902,isolated
a06367,backward_only
a22981,both_directions
a15608,isolated
a08540,both_directions
a04997,forward_only
a29342,isolated
a17462,isolated
a09501,isolated
a12014,isolated
a16451,isolated
a08472,both_directions
a11095,isolated
a19508,isolated
a28842,both_directions
a15306,backward_only
a03016,isolated
a11258,isolated
a02455,backward_only
a29395,isolated
a17805,isolated
a00586,isolated
a17377,isolated
a20744,isolated
a19705,isolated
a00836,backward_only
a18173,backward_only
a11201,isolated
a26114,forward_only
a02752,both_directions
a27243,both_directions
a15430,backward_only
a01521,forward_only
a03712,both_directions
a29467,forward_only
a17599,both_directions
a21942,backward_only
a11722,backward_only
a04526,isolated
a10462,isolated
a15502,isolated
a28658,isolated
a05861,isolated
a23311,backward_only
a26972,isolated
a01178,forward_only
a22269,backward_only
a28731,isolated
a22534,isolated
a04091,both_directions
a06618,isolated
a07069,isolated
a28867,isolated
a09901,isolated
a03152,both_directions
a28068,isolated
a06068,isolated
a09640,isolated
a23698,isolated
a00821,backward_only
a09431,isolated
a21410,isolated
a01690,isolated
a09199,isolated
a14573,backward_only
a10121,isolated
a00627,isolated
a11438,isolated
a25859,isolated
a23371,forward_only
a31008,backward_only
a20450,both_directions
a25461,isolated
a14449,both_directions
a00370,isolated
a04367,isolated
a12306,both_directions
a09068,both_directions
a31212,isolated
a06017,backward_only
a04985,isolated
a14908,isolated
a30244,backward_only
a11418,isolated
a15974,isolated
a29059,forward_only
a12034,isolated
a19404,isolated
a05032,backward_only
a31323,both_directions
a03338,isolated
a15606,backward_only
a00877,isolated
a20165,both_directions
a19471,both_directions
a17081,both_directions
a13918,isolated
a10655,isolated
a07999,backward_only
a05765,both_directions
a12393,forward_only
a08665,isolated
a06864,both_directions
a08733,forward_only
a24423,isolated
a26489,isolated
a05956,forward_only
a24000,forward_only
a17959,isolated
a30529,isolated
a24939,isolated
a30672,backward_only
a29055,isolated
a12174,backward_only
a00825,isolated
a26646,forward_only
a09588,isolated
a18519,isolated
a27085,isolated
a10803,both_directions
a14242,backward_only
a29269,isolated
a20488,both_directions
a23758,isolated
a11377,isolated
a09361,backward_only
a19043,isolated
a30831,isolated
a10801,both_directions
a31109,backward_only
a03381,forward_only
a29205,both_directions
a22831,isolated
a29755,forward_only
a28160,both_directions
a17205,isolated
a20816,isolated
a15662,both_directions
a06998,isolated
a10127,isolated
a30042,backward_only
a23455,forward_only
a15005,forward_only
a19904,backward_only
a00813,isolated
a06220,backward_only
a05046,forward_only
a22805,forward_only
a31270,both_directions
a18933,isolated
a07399,backward_only
a12620,both_directions
a09043,isolated
a25271,isolated
a10011,isolated
a08630,backward_only
a19306,isolated
a17181,isolated
a20657,both_directions
a02874,both_directions
a15244,backward_only
a14216,both_directions
a07341,isolated
a12941,isolated
a09484,isolated
a07683,backward_only
a03012,forward_only
a12565,isolated
a25977,forward_only
a27729,forward_only
a28795,isolated
a27810,both_directions
a15510,both_directions
a22449,backward_only
a26773,isolated
a10886,isolated
a22711,both_directions
a25916,isolated
a27633,forward_only
a18203,isolated
a24471,isolated
a30311,isolated
a07289,backward_only
a13187,isolated
a27486,backward_only
a11967,isolated
a18024,both_directions
a24090,backward_only
a19855,backward_only
a06204,backward_only
a30045,backward_only
a11949,forward_only
a00861,isolated
a22845,isolated
a27896,isolated
a30240,isolated
a16502,isolated
a21979,isolated
a06607,forward_only
a09493,isolated
a24035,isolated
a31018,both_directions
a29452,isolated
a06996,both_directions
a23045,backward_only
a17804,isolated
a25749,isolated
a28755,both_directions
a17509,forward_only
a22685,backward_only
a24660,both_directions
a26420,isolated
a25256,backward_only
a15220,both_directions
a28527,isolated
a25527,both_directions
a24140,isolated
a06613,both_directions
a27277,isolated
a21383,both_directions
a16578,forward_only
a19779,both_directions
a24203,both_directions
a17893,both_directions
a23053,backward_only
a02398,isolated
a08158,isolated
a17933,backward_only
a28674,backward_only
a12020,isolated
a09007,isolated
a16121,backward_only
a29247,isolated
a30866,both_directions
a25705,isolated
a12573,isolated
a01938,isolated
a28095,forward_only
a10665,isolated
a04940,forward_only
a10747,isolated
a00326,isolated
a06268,forward_only
a27772,isolated
a16065,isolated
a14036,isolated
a01403,forward_only
a17550,both_directions
a00239,isolated
a20837,backward_only
a18281,isolated
a21835,isolated
a15771,backward_only
a29428,isolated
a10402,forward_only
a25487,isolated
a25740,forward_only
a14956,backward_only
a00971,both_directions
a02615,both_directions
a10054,isolated
a29668,forward_only
a14163,forward_only
a08716,forward_only
a26755,forward_only
a25522,isolated
a20474,forward_only
a25248,backward_only
a13198,both_directions
a09481,both_directions
a20677,backward_only
a26936,isolated
a19731,isolated
a10879,isolated
a12364,isolated
a25040,isolated
a05769,isolated
a23716,isolated
a05436,forward_only
a19337,both_directions
a14004,isolated
a24157,isolated
a24238,isolated
a19781,backward_only
a12101,both_directions
a21991,both_directions
a20996,isolated
a24044,isolated
a12227,both_directions
a27072,forward_only
a08569,backward_only
a16927,both_directions
a24881,isolated
a20326,backward_only
a04849,backward_only
a12103,both_directions
a15782,backward_only
a11702,forward_only
a30980,backward_only
a01314,forward_only
a12971,isolated
a18490,backward_only
a03582,isolated
a22374,isolated
a18389,isolated
a25506,isolated
a04332,isolated
a05331,isolated
a15200,isolated
a04157,isolated
a01799,isolated
a11351,both_directions
a06391,both_directions
a22290,both_directions
a17610,isolated
a18368,backward_only
a07180,backward_only
a13372,isolated
a29980,backward_only
a15837,backward_only
a07819,both_directions
a03644,isolated
a02882,isolated
a26001,both_directions
a23561,isolated
a20318,backward_only
a11942,isolated
a25413,isolated
a04027,backward_only
a02325,both_directions
a10591,backward_only
a07924,isolated
a05009,forward_only
a21309,backward_only
a27764,backward_only
a06976,backward_only
a04360,both_directions
a13394,isolated
a02542,isolated
a07847,isolated
a13689,isolated
a09307,both_directions
a30548,isolated
a14222,isolated
a00133,backward_only
a00451,isolated
a16797,isolated
a01661,isolated
a14718,backward_only
a13454,isolated
a13226,isolated
a05503,isolated
a09073,isolated
a21250,both_directions
a02481,isolated
a31075,forward_only
a12719,both_directions
a14655,backward_only
a23402,forward_only
a12581,backward_only
a03874,isolated
a30847,isolated
a24585,both_directions
a11492,both_directions
a27419,isolated
a27862,backward_only
a28583,forward_only
a16126,both_directions
a06121,backward_only
a03289,backward_only
a17370,forward_only
a10132,isolated
a10417,isolated
a01106,forward_only
a24175,isolated
a19335,forward_only
a05748,forward_only
a24039,isolated
a14846,both_directions
a22706,backward_only
a11221,isolated
a02111,backward_only
a21673,isolated
a19708,isolated
a05779,backward_only
a30256,isolated
a07863,isolated
a29384,forward_only
a07208,isolated
a24092,both_directions
a00585,backward_only
a10865,isolated
a25376,forward_only
a04099,isolated
a27576,isolated
a18657,backward_only
a18090,forward_only
a02313,backward_only
a24524,forward_only
a12930,both_directions
a30795,forward_only
a25790,isolated
a14053,isolated
a27096,backward_only
a25529,isolated
a29101,forward_only
a25288,backward_only
a11611,isolated
a04587,backward_only
a20223,isolated
a00078,isolated
a17908,isolated
a08644,forward_only
a04012,backward_only
a01786,backward_only
a20116,isolated
a27552,isolated
a05332,forward_only
a26323,both_directions
a22786,both_directions
a24737,forward_only
a20049,backward_only
a03759,both_directions
a24824,forward_only
a03540,both_directions
a29415,isolated
a25998,isolated
a01070,isolated
a26171,isolated
a21857,forward_only
a19395,both_directions
a26331,both_directions
a16196,backward_only
a14662,backward_only
a16905,isolated
a29809,isolated
a31128,both_directions
a00369,both_directions
a18749,isolated
a07793,backward_only
a23411,both_directions
a27167,backward_only
a19416,forward_only
a03680,isolated
a06011,backward_only
a22038,backward_only
a08981,isolated
a31232,backward_only
a04631,both_directions
a12498,both_directions
a03086,forward_only
a17433,both_directions
a09664,both_directions
a19890,backward_only
a12844,backward_only
a17421,backward_only
a01536,isolated
a16969,both_directions
a30617,both_directions
a09097,both_directions
a21358,forward_only
a27952,both_directions
a09809,isolated
a08153,isolated
a02754,both_directions
a14087,isolated
a16749,backward_only
a29567,isolated
a09677,forward_only
a31306,both_directions
a09225,isolated
a01885,isolated
a08211,isolated
a20846,backward_only
a22070,isolated
a25800,isolated
a08789,backward_only
a14625,forward_only
a00417,isolated
a29552,isolated
a12533,isolated
a18617,isolated
a01888,isolated
a16240,both_directions
a07359,both_directions
a24587,isolated
a07337,isolated
a02394,isolated
a15418,both_directions
a04494,isolated
a13382,isolated
a22493,isolated
a23122,backward_only
a16209,isolated
a28740,backward_only
a05826,both_directions
a05604,isolated
a18339,isolated
a12487,backward_only
a18553,isolated
a30862,isolated
a30146,isolated
a08912,both_directions
a08834,isolated
a19284,forward_only
a26090,both_directions
a30704,isolated
a10774,forward_only
a12705,backward_only
a28007,isolated
a11392,isolated
a14239,forward_only
a24378,backward_only
a15868,isolated
a09339,isolated
a15642,forward_only
a14719,backward_only
a11294,isolated
a19065,backward_only
a15730,both_directions
a14985,isolated
a01712,forward_only
a12412,isolated
a03638,forward_only
a17025,backward_only
a10580,isolated
a04733,backward_only
a18744,isolated
a00761,isolated
a22834,both_directions
a07111,backward_only
a14827,backward_only
a06597,forward_only
a25043,forward_only
a24085,backward_only
a06315,isolated
a15772,isolated
a16784,forward_only
a17217,isolated
a19790,forward_only
a18016,backward_only
a11448,backward_only
a14496,forward_only
a00762,backward_only
a14527,backward_only
a13089,backward_only
a29763,both_directions
a13639,isolated
a09344,isolated
a16261,isolated
a13581,isolated
a17765,isolated
a03576,backward_only
a23792,isolated
a10729,forward_only
a10920,isolated
a04337,both_directions
a14649,forward_only
a16680,isolated
a29446,backward_only
a29908,forward_only
a10731,backward_only
a28871,isolated
a11083,backward_only
a29981,isolated
a07962,backward_only
a20132,isolated
a23523,isolated
a02397,backward_only
a02778,isolated
a00658,isolated
a22257,backward_only
a03380,backward_only
a28895,both_directions
a09594,isolated
a00927,backward_only
a14961,isolated
a12188,both_directions
a15819,both_directions
a08739,forward_only
a05546,backward_only
a22691,backward_only
a09905,backward_only
a22443,forward_only
a12229,backward_only
a15952,forward_only
a23249,both_directions
a28914,isolated
a18439,isolated
a07135,backward_only
a12920,forward_only
a21561,isolated
a30148,both_directions
a00171,isolated
a09249,isolated
a14350,isolated
a26280,isolated
a22613,both_directions
a18862,both_directions
a10797,isolated
a27298,isolated
a12619,both_directions
a26120,isolated
a16759,isolated
a12520,backward_only
a23364,backward_only
a24316,both_directions
a08890,forward_only
a00177,isolated
a07665,isolated
a22715,backward_only
a29406,backward_only
a12179,isolated
a21395,isolated
a06264,backward_only
a24658,isolated
a19088,isolated
a10528,forward_only
a02102,isolated
a07946,isolated
a21458,isolated
a17418,backward_only
a17199,both_directions
a28373,backward_only
a08617,backward_only
a07464,isolated
a16707,isolated
a06478,backward_only
a03717,forward_only
a16314,isolated
a08347,isolated
a11951,forward_only
a19720,isolated
a24925,backward_only
a11624,isolated
a22318,isolated
a13765,isolated
a10007,isolated
a17048,backward_only
a13263,isolated
a03158,isolated
a04645,isolated
a08106,isolated
a02978,isolated
a30028,both_directions
a01483,isolated
a16923,isolated
a19514,backward_only
a22478,both_directions
a05686,both_directions
a06313,backward_only
a28779,isolated
a30109,isolated
a21992,both_directions
a20107,both_directions
a17654,isolated
a08798,isolated
a00502,backward_only
a21591,isolated
a19112,both_directions
a06877,backward_only
a25324,isolated
a01896,isolated
a02565,isolated
a11860,both_directions
a29747,isolated
a06633,isolated
a03674,backward_only
a17659,isolated
a00282,forward_only
a21496,backward_only
a08341,both_directions
a28844,backward_only
a16377,isolated
a14170,both_directions
a05129,isolated
a14596,both_directions
a11191,isolated
a15548,backward_only
a23215,isolated
a19760,isolated
a07507,isolated
a05628,isolated
a15300,both_directions
a25877,isolated
a14422,both_directions
a16372,backward_only
a12925,backward_only
a16060,isolated
a14214,isolated
a19360,backward_only
a21084,isolated
a30908,both_directions
a06896,both_directions
a28944,isolated
a08994,isolated
a10569,backward_only
a31160,both_directions
a21625,both_directions
a24030,isolated
a21888,isolated
a01482,isolated
a17694,backward_only
a16569,both_directions
a17820,isolated
a19323,backward_only
a14587,isolated
a09206,backward_only
a16572,both_directions
a18068,isolated
a16425,both_directions
a01992,isolated
a10427,forward_only
a06201,forward_only
a01222,backward_only
a04948,backward_only
a19945,backward_only
a10537,isolated
a02700,isolated
a08807,isolated
a07426,isolated
a19765,both_directions
a17078,isolated
a05889,isolated
a08505,forward_only
a13396,isolated
a05056,forward_only
a08105,both_directions
a19534,isolated
a09685,isolated
a21989,isolated
a22880,isolated
a15753,forward_only
a17780,isolated
a31340,backward_only
a24033,isolated
a00434,isolated
a04094,forward_only
a16984,backward_only
a18557,backward_only
a20537,isolated
a01329,isolated
a27471,forward_only
a20902,backward_only
a07162,isolated
a06462,forward_only
a23667,both_directions
a27675,both_directions
a29883,both_directions
a13773,forward_only
a03106,isolated
a06245,both_directions
a12522,both_directions
a22105,isolated
a25609,backward_only
a12390,backward_only
a12529,forward_only
a12353,backward_only
a22154,backward_only
a08704,backward_only
a08838,isolated
a06657,isolated
a19305,isolated
a28769,isolated
a04446,isolated
a10085,backward_only
a07659,forward_only
a16269,isolated
a08780,isolated
a31495,isolated
a17999,backward_only
a15491,forward_only
a09559,backward_only
a02694,isolated
a30925,isolated
a16586,backward_only
a18893,backward_only
a28436,isolated
a09615,isolated
a28108,isolated
a18658,isolated
a28508,forward_only
a09683,isolated
a02925,both_directions
a21082,forward_only
a20750,isolated
a20255,isolated
a12867,isolated
a14528,forward_only
a17430,isolated
a27995,isolated
a05959,isolated
a28917,both_directions
a04969,isolated
a25096,isolated
a30468,isolated
a04402,forward_only
a24299,backward_only
a06236,isolated
a22859,isolated
a25463,backward_only
a00719,forward_only
a07283,both_directions
a20582,forward_only
a23689,backward_only
a02737,backward_only
a06041,both_directions
a13963,isolated
a15501,both_directions
a02459,isolated
a05208,isolated
a16769,forward_only
a26336,isolated
a29218,forward_only
a19847,backward_only
a20311,backward_only
a30446,forward_only
a29386,isolated
a19006,isolated
a21758,isolated
a23560,isolated
a14660,forward_only
a28293,isolated
a20720,isolated
a26634,backward_only
a02303,isolated
a27558,isolated
a18996,isolated
a26867,forward_only
a30206,forward_only
a08404,both_directions
a23624,both_directions
a21791,backward_only
a29047,backward_only
a04865,both_directions
a24346,backward_only
a24823,isolated
a26454,forward_only
a19619,isolated
a02634,forward_only
a06238,isolated
a20707,backward_only
a16466,isolated
a17977,both_directions
a20572,isolated
a15364,forward_only
a21493,isolated
a07328,backward_only
a28651,forward_only
a16741,isolated
a27824,isolated
a28403,backward_only
a04066,isolated
a21941,forward_only
a21187,isolated
a21089,both_directions
a24816,both_directions
a14193,isolated
a02182,forward_only
a19324,isolated
a30200,isolated
a18701,isolated
a23486,backward_only
a26667,isolated
a18087,isolated
a03584,isolated
a21839,isolated
a00212,isolated
a08429,both_directions
a21203,both_directions
a01186,both_directions
a09731,both_directions
a30811,both_directions
a12186,isolated
a11633,isolated
a23853,isolated
a25414,isolated
a30407,backward_only
a16663,isolated
a08658,forward_only
a05264,isolated
a10118,isolated
a05442,isolated
a24282,forward_only
a19206,isolated
a11013,forward_only
a06615,isolated
a18782,isolated
a11148,isolated
a00442,backward_only
a27420,both_directions
a01971,isolated
a06986,isolated
a31364,both_directions
a18555,both_directions
a23203,forward_only
a18119,both_directions
a02374,both_directions
a20525,isolated
a02526,backward_only
a13898,forward_only
a01623,backward_only
a07740,backward_only
a01668,isolated
a25081,forward_only
a11188,isolated
a17858,isolated
a06902,isolated
a04173,isolated
a25944,backward_only
a30891,backward_only
a08726,backward_only
a18758,isolated
a31105,backward_only
a14060,backward_only
a00023,isolated
a28774,backward_only
a25553,both_directions
a05458,isolated
a07411,backward_only
a21095,backward_only
a09004,both_directions
a23886,backward_only
a06420,backward_only
a18157,backward_only
a09837,isolated
a15959,isolated
a13772,backward_only
a11182,forward_only
a16181,both_directions
a17834,isolated
a11468,forward_only
a23819,isolated
a02926,backward_only
a00797,backward_only
a18790,isolated
a16090,forward_only
a01199,isolated
a29803,backward_only
a19509,isolated
a14879,forward_only
a27945,isolated
a12222,isolated
a11740,both_directions
a24116,isolated
a15011,isolated
a11352,isolated
a18843,isolated
a02665,backward_only
a30526,backward_only
a15373,isolated
a19380,forward_only
a20849,isolated
a18385,forward_only
a25460,isolated
a16892,isolated
a19125,both_directions
a30768,forward_only
a12739,isolated
a04248,isolated
a30144,isolated
a24662,forward_only
a27217,backward_only
a17941,forward_only
a13972,backward_only
a20853,isolated
a29021,both_directions
a23628,isolated
a01300,backward_only
a27196,isolated
a05206,isolated
a16878,isolated
a11513,isolated
a04917,isolated
a30402,isolated
a06746,isolated
a14950,isolated
a15560,isolated
a21567,both_directions
a16526,forward_only
a06765,isolated
a21265,isolated
a22651,forward_only
a05078,isolated
a28444,isolated
a16950,isolated
a07179,forward_only
a15781,both_directions
a11338,isolated
a03350,forward_only
a02242,backward_only
a00949,both_directions
a09252,isolated
a03826,forward_only
a06975,isolated
a05115,backward_only
a29250,both_directions
a21875,isolated
a04666,both_directions
a05674,backward_only
a11431,backward_only
a14050,both_directions
a20234,isolated
a15216,both_directions
a14911,backward_only
a07539,backward_only
a23013,isolated
a05703,isolated
a00338,forward_only
a06358,isolated
a14297,isolated
a14035,isolated
a20641,both_directions
a26521,backward_only
a04728,isolated
a24099,forward_only
a18470,both_directions
a15813,forward_only
a04691,backward_only
a02755,both_directions
a07284,forward_only
a17482,both_directions
a28563,isolated
a10738,isolated
a29416,isolated
a05495,backward_only
a03419,forward_only
a19764,backward_only
a02492,backward_only
a07638,forward_only
a11511,backward_only
a12345,isolated
a01371,both_directions
a19640,backward_only
a13023,isolated
a27779,isolated
a13759,isolated
a15331,backward_only
a02425,isolated
a23993,backward_only
a22513,backward_only
a20364,isolated
a01258,forward_only
a31272,forward_only
a03111,both_directions
a02319,isolated
a07336,isolated
a15623,forward_only
a03619,isolated
a16593,isolated
a07279,backward_only
a30422,isolated
a29483,backward_only
a17215,isolated
a25761,backward_only
a08992,isolated
a10435,isolated
a19453,forward_only
a06851,isolated
a21772,forward_only
a21664,backward_only
a30474,both_directions
a28868,forward_only
a25260,forward_only
a03959,isolated
a30343,backward_only
a26039,isolated
a18743,isolated
a26346,isolated
a19803,both_directions
a17846,backward_only
a00523,isolated
a08219,both_directions
a09510,backward_only
a05524,isolated
a23957,isolated
a00872,both_directions
a28909,isolated
a29389,isolated
a22144,isolated
a03044,backward_only
a29633,isolated
a07730,both_directions
a05548,backward_only
a03857,isolated
a01213,isolated
a11152,isolated
a19749,isolated
a23173,forward_only
a22870,both_directions
a18369,isolated
a09489,isolated
a10500,forward_only
a15947,backward_only
a13899,backward_only
a12371,backward_only
a10413,backward_only
a03045,isolated
