account,profit_category
a01686,loss_or_zero
a20809,loss_or_zero
a05659,very_high_profit
a10808,very_high_profit
a27159,very_high_profit
a12873,loss_or_zero
a05112,very_high_profit
a26497,very_high_profit
a30969,very_high_profit
a17495,loss_or_zero
a10208,loss_or_zero
a03266,very_high_profit
a31344,loss_or_zero
a27999,very_high_profit
a26057,loss_or_zero
a15849,loss_or_zero
a13726,very_high_profit
a18618,very_high_profit
a18053,very_high_profit
a12460,loss_or_zero
a11103,loss_or_zero
a22412,loss_or_zero
a10120,very_high_profit
a08514,very_high_profit
a26195,very_high_profit
a18906,loss_or_zero
a22420,loss_or_zero
a24253,very_high_profit
a27257,very_high_profit
a10933,very_high_profit
a27044,loss_or_zero
a10672,very_high_profit
a14298,loss_or_zero
a05079,very_high_profit
a29943,loss_or_zero
a09695,very_high_profit
a17243,loss_or_zero
a10069,loss_or_zero
a18051,loss_or_zero
a20414,very_high_profit
a30674,very_high_profit
a08303,loss_or_zero
a29782,loss_or_zero
a03558,very_high_profit
a13717,loss_or_zero
a26320,loss_or_zero
a00295,very_high_profit
a27477,very_high_profit
a03904,loss_or_zero
a10985,very_high_profit
a16468,very_high_profit
a29347,very_high_profit
a05953,loss_or_zero
a31456,very_high_profit
a02964,very_high_profit
a25313,loss_or_zero
a25397,very_high_profit
a14224,loss_or_zero
a15209,very_high_profit
a19074,loss_or_zero
a12724,very_high_profit
a10186,very_high_profit
a25781,loss_or_zero
a20599,loss_or_zero
a07983,very_high_profit
a19962,loss_or_zero
a02572,loss_or_zero
a03255,very_high_profit
a25182,very_high_profit
a04245,loss_or_zero
a09873,very_high_profit
a26009,loss_or_zero
a02991,very_high_profit
a06083,loss_or_zero
a09919,loss_or_zero
a00618,loss_or_zero
a08269,loss_or_zero
a07738,loss_or_zero
a24537,very_high_profit
a27621,loss_or_zero
a12040,loss_or_zero
a07669,loss_or_zero
a03555,very_high_profit
a20706,very_high_profit
a00252,loss_or_zero
a24986,very_high_profit
a28839,very_high_profit
a09922,very_high_profit
a16958,loss_or_zero
a28951,loss_or_zero
a07606,very_high_profit
a23441,very_high_profit
a05690,loss_or_zero
a20448,loss_or_zero
a19135,loss_or_zero
a17388,loss_or_zero
a26354,very_high_profit
a23929,loss_or_zero
a07381,very_high_profit
a20925,loss_or_zero
a29462,loss_or_zero
a10669,very_high_profit
a08997,loss_or_zero
a30472,loss_or_zero
a20105,loss_or_zero
a08643,very_high_profit
a29966,very_high_profit
a21243,very_high_profit
a25897,loss_or_zero
a23423,loss_or_zero
a08026,very_high_profit
a12532,loss_or_zero
a18350,loss_or_zero
a18170,very_high_profit
a12435,very_high_profit
a13711,very_high_profit
a25136,very_high_profit
a13294,loss_or_zero
a25548,loss_or_zero
a25768,loss_or_zero
a26414,loss_or_zero
a08130,very_high_profit
a16727,loss_or_zero
a24976,loss_or_zero
a29079,very_high_profit
a08240,loss_or_zero
a15157,very_high_profit
a23848,very_high_profit
a24547,loss_or_zero
a16601,very_high_profit
a07528,loss_or_zero
a30545,loss_or_zero
a09634,very_high_profit
a04888,very_high_profit
a18311,very_high_profit
a15943,loss_or_zero
a09752,loss_or_zero
a10288,very_high_profit
a05636,loss_or_zero
a17537,loss_or_zero
a22491,loss_or_zero
a03068,loss_or_zero
a08725,very_high_profit
a18864,loss_or_zero
a18905,very_high_profit
a06978,very_high_profit
a08582,loss_or_zero
a18406,very_high_profit
a12225,loss_or_zero
a14399,loss_or_zero
a30839,loss_or_zero
a14251,very_high_profit
a13377,very_high_profit
a12291,loss_or_zero
a09309,very_high_profit
a05569,loss_or_zero
a15270,loss_or_zero
a17532,loss_or_zero
a10857,very_high_profit
a15619,loss_or_zero
a14852,loss_or_zero
a01788,loss_or_zero
a17259,very_high_profit
a08910,loss_or_zero
a19902,loss_or_zero
a09546,loss_or_zero
a00161,very_high_profit
a20340,very_high_profit
a23062,loss_or_zero
a01766,very_high_profit
a07958,very_high_profit
a10978,loss_or_zero
a13566,loss_or_zero
a12233,loss_or_zero
a17355,loss_or_zero
a25976,very_high_profit
a07520,very_high_profit
a17967,loss_or_zero
a00113,loss_or_zero
a28554,very_high_profit
a28260,very_high_profit
a21924,loss_or_zero
a21606,very_high_profit
a29725,loss_or_zero
a20232,loss_or_zero
a27597,very_high_profit
a23237,loss_or_zero
a20440,loss_or_zero
a10601,loss_or_zero
a26347,very_high_profit
a21900,loss_or_zero
a04198,loss_or_zero
a16974,loss_or_zero
a28529,loss_or_zero
a29127,loss_or_zero
a08299,very_high_profit
a01247,very_high_profit
a05437,very_high_profit
a02497,loss_or_zero
a14912,loss_or_zero
a25403,loss_or_zero
a30653,very_high_profit
a13485,loss_or_zero
a22252,loss_or_zero
a08567,loss_or_zero
a25631,loss_or_zero
a13959,very_high_profit
a07101,loss_or_zero
a13026,very_high_profit
a21130,very_high_profit
a07251,loss_or_zero
a04092,very_high_profit
a12198,loss_or_zero
a18993,very_high_profit
a00562,very_high_profit
a09663,very_high_profit
a17993,loss_or_zero
a18274,very_high_profit
a04046,loss_or_zero
a09002,very_high_profit
a22789,loss_or_zero
a11644,loss_or_zero
a20335,very_high_profit
a31146,very_high_profit
a05995,loss_or_zero
a02780,loss_or_zero
a18345,very_high_profit
a04409,very_high_profit
a05533,very_high_profit
a19687,loss_or_zero
a07324,very_high_profit
a04070,very_high_profit
a25225,very_high_profit
a03659,loss_or_zero
a22539,loss_or_zero
a27211,very_high_profit
a15255,very_high_profit
a14157,loss_or_zero
a16214,loss_or_zero
a05897,very_high_profit
a15806,very_high_profit
a09370,very_high_profit
a10233,very_high_profit
a30228,loss_or_zero
a06429,loss_or_zero
a17452,loss_or_zero
a29423,loss_or_zero
a24068,very_high_profit
a27823,very_high_profit
a04568,loss_or_zero
a22525,very_high_profit
a09794,loss_or_zero
a28391,very_high_profit
a20645,loss_or_zero
a18631,loss_or_zero
a12217,loss_or_zero
a15584,loss_or_zero
a20210,very_high_profit
a12917,very_high_profit
a07990,very_high_profit
a09534,very_high_profit
a31142,very_high_profit
a31467,loss_or_zero
a09525,loss_or_zero
a26586,very_high_profit
a21690,very_high_profit
a00873,very_high_profit
a23126,very_high_profit
a11506,loss_or_zero
a20131,loss_or_zero
a22790,loss_or_zero
a06910,very_high_profit
a07409,very_high_profit
a09116,very_high_profit
a00147,loss_or_zero
a23753,loss_or_zero
a28458,very_high_profit
a19290,very_high_profit
a03453,loss_or_zero
a22884,loss_or_zero
a22939,very_high_profit
a03736,loss_or_zero
a18623,loss_or_zero
a08922,loss_or_zero
a13042,very_high_profit
a18212,loss_or_zero
a18784,very_high_profit
a03737,loss_or_zero
a04326,loss_or_zero
a16054,very_high_profit
a21498,loss_or_zero
a13699,very_high_profit
a19862,loss_or_zero
a24298,loss_or_zero
a12272,loss_or_zero
a09019,very_high_profit
a24571,loss_or_zero
a27619,loss_or_zero
a23240,loss_or_zero
a27791,loss_or_zero
a22090,very_high_profit
a24654,loss_or_zero
a17882,very_high_profit
a30432,very_high_profit
a15719,loss_or_zero
a15891,loss_or_zero
a03796,very_high_profit
a07733,loss_or_zero
a24635,very_high_profit
a18474,loss_or_zero
a10497,very_high_profit
a13516,very_high_profit
a23513,very_high_profit
a01855,loss_or_zero
a17402,very_high_profit
a15946,very_high_profit
a07803,very_high_profit
a03621,loss_or_zero
a30538,very_high_profit
a08732,loss_or_zero
a26889,very_high_profit
a18241,very_high_profit
a10783,very_high_profit
a13452,loss_or_zero
a24892,very_high_profit
a19247,very_high_profit
a18756,loss_or_zero
a24984,loss_or_zero
a08163,loss_or_zero
a17697,loss_or_zero
a04668,loss_or_zero
a29994,very_high_profit
a16490,very_high_profit
a14245,loss_or_zero
a22324,very_high_profit
a24681,loss_or_zero
a10588,loss_or_zero
a20469,very_high_profit
a08853,loss_or_zero
a11844,very_high_profit
a07206,loss_or_zero
a03580,very_high_profit
a15076,very_high_profit
a20438,loss_or_zero
a17353,loss_or_zero
a04233,loss_or_zero
a04868,loss_or_zero
a23947,very_high_profit
a04932,loss_or_zero
a05945,loss_or_zero
a20170,very_high_profit
a03328,very_high_profit
a15277,loss_or_zero
a29900,loss_or_zero
a12425,very_high_profit
a20242,loss_or_zero
a11897,very_high_profit
a13713,very_high_profit
a03363,very_high_profit
a02297,very_high_profit
a14944,very_high_profit
a03100,very_high_profit
a03015,loss_or_zero
a01567,loss_or_zero
a20742,very_high_profit
a21126,very_high_profit
a21529,loss_or_zero
a06878,very_high_profit
a02870,very_high_profit
a03549,very_high_profit
a13373,very_high_profit
a09122,loss_or_zero
a28374,loss_or_zero
a07338,loss_or_zero
a06468,very_high_profit
a18190,very_high_profit
a19383,loss_or_zero
a10843,very_high_profit
a08911,very_high_profit
a15221,loss_or_zero
a08469,very_high_profit
a00967,loss_or_zero
a20348,very_high_profit
a14012,very_high_profit
a29896,very_high_profit
a28399,very_high_profit
a02322,very_high_profit
a09561,very_high_profit
a19322,loss_or_zero
a28694,loss_or_zero
a30033,loss_or_zero
a28276,very_high_profit
a10099,loss_or_zero
a00337,loss_or_zero
a08298,loss_or_zero
a07280,loss_or_zero
a11162,loss_or_zero
a07335,loss_or_zero
a29338,loss_or_zero
a26173,very_high_profit
a21489,loss_or_zero
a01103,loss_or_zero
a23939,loss_or_zero
a18890,loss_or_zero
a06086,very_high_profit
a04171,very_high_profit
a09893,very_high_profit
a16369,very_high_profit
a11806,very_high_profit
a02980,very_high_profit
a20731,very_high_profit
a22203,very_high_profit
a08935,very_high_profit
a16194,loss_or_zero
a02157,loss_or_zero
a13052,very_high_profit
a13883,very_high_profit
a22969,loss_or_zero
a29296,loss_or_zero
a31184,loss_or_zero
a29624,loss_or_zero
a17428,loss_or_zero
a06034,very_high_profit
a24440,loss_or_zero
a00715,very_high_profit
a05510,very_high_profit
a21045,very_high_profit
a25996,very_high_profit
a10061,loss_or_zero
a21834,very_high_profit
a19214,loss_or_zero
a04153,very_high_profit
a20412,very_high_profit
a12720,loss_or_zero
a09474,very_high_profit
a30427,loss_or_zero
a23574,loss_or_zero
a10205,loss_or_zero
a14572,very_high_profit
a12224,very_high_profit
a06509,very_high_profit
a01529,very_high_profit
a05641,very_high_profit
a19178,loss_or_zero
a17829,loss_or_zero
a09560,loss_or_zero
a23137,very_high_profit
a12109,very_high_profit
a16695,very_high_profit
a26536,very_high_profit
a04025,loss_or_zero
a16629,loss_or_zero
a23426,very_high_profit
a09066,very_high_profit
a18244,very_high_profit
a20680,loss_or_zero
a16325,loss_or_zero
a28352,very_high_profit
a05855,loss_or_zero
a11894,very_high_profit
a01443,loss_or_zero
a02750,very_high_profit
a28428,loss_or_zero
a20953,very_high_profit
a07572,loss_or_zero
a08251,loss_or_zero
a05630,loss_or_zero
a26249,loss_or_zero
a15841,loss_or_zero
a12509,loss_or_zero
a29186,loss_or_zero
a15505,very_high_profit
a08387,very_high_profit
a26895,very_high_profit
a22071,very_high_profit
a04398,very_high_profit
a20688,loss_or_zero
a07977,very_high_profit
a02935,very_high_profit
a16199,loss_or_zero
a23208,very_high_profit
a24153,loss_or_zero
a02637,very_high_profit
a01299,loss_or_zero
a20297,very_high_profit
a29366,very_high_profit
a26569,very_high_profit
a02850,loss_or_zero
a18462,loss_or_zero
a08613,loss_or_zero
a08291,very_high_profit
a06122,loss_or_zero
a24677,loss_or_zero
a11753,very_high_profit
a06475,very_high_profit
a07196,loss_or_zero
a07110,very_high_profit
a16144,very_high_profit
a00700,very_high_profit
a07766,very_high_profit
a14858,very_high_profit
a01265,very_high_profit
a28630,loss_or_zero
a18582,very_high_profit
a17244,loss_or_zero
a08750,loss_or_zero
a27349,very_high_profit
a27766,very_high_profit
a02885,very_high_profit
a02321,very_high_profit
a23593,very_high_profit
a02541,very_high_profit
a21018,very_high_profit
a12438,very_high_profit
a25753,loss_or_zero
a28016,loss_or_zero
a09541,loss_or_zero
a27590,loss_or_zero
a09107,loss_or_zero
a29223,very_high_profit
a23756,loss_or_zero
a08491,loss_or_zero
a10822,very_high_profit
a21782,loss_or_zero
a05003,very_high_profit
a20298,very_high_profit
a20699,loss_or_zero
a03373,loss_or_zero
a03369,loss_or_zero
a28216,loss_or_zero
a29545,loss_or_zero
a14723,very_high_profit
a16506,very_high_profit
a19463,very_high_profit
a01120,very_high_profit
a07452,loss_or_zero
a00305,very_high_profit
a22124,very_high_profit
a14953,loss_or_zero
a04376,loss_or_zero
a24262,loss_or_zero
a03279,very_high_profit
a19155,very_high_profit
a12023,very_high_profit
a19701,very_high_profit
a10284,loss_or_zero
a05399,loss_or_zero
a19694,loss_or_zero
a22125,loss_or_zero
a15174,loss_or_zero
a10890,loss_or_zero
a17387,very_high_profit
a30484,very_high_profit
a07542,loss_or_zero
a29686,very_high_profit
a14021,loss_or_zero
a25352,loss_or_zero
a12896,very_high_profit
a04465,very_high_profit
a26638,loss_or_zero
a15503,loss_or_zero
a07713,very_high_profit
a10407,loss_or_zero
a03618,very_high_profit
a12470,very_high_profit
a26013,very_high_profit
a02086,loss_or_zero
a19349,very_high_profit
a29914,very_high_profit
a11540,very_high_profit
a08475,very_high_profit
a29534,loss_or_zero
a16143,very_high_profit
a13082,loss_or_zero
a25658,very_high_profit
a30771,loss_or_zero
a02721,loss_or_zero
a18120,very_high_profit
a23209,very_high_profit
a28418,very_high_profit
a19464,very_high_profit
a30105,very_high_profit
a13432,loss_or_zero
a10716,very_high_profit
a08329,very_high_profit
a08470,very_high_profit
a05121,loss_or_zero
a14325,loss_or_zero
a28988,very_high_profit
a23219,very_high_profit
a09228,very_high_profit
a03355,loss_or_zero
a21556,loss_or_zero
a28855,loss_or_zero
a13122,very_high_profit
a18897,loss_or_zero
a01684,very_high_profit
a31140,very_high_profit
a26668,very_high_profit
a07694,very_high_profit
a11375,very_high_profit
a18187,very_high_profit
a01354,very_high_profit
a16348,very_high_profit
a23111,loss_or_zero
a18590,very_high_profit
a22496,very_high_profit
a11106,loss_or_zero
a01884,very_high_profit
a01876,very_high_profit
a02976,very_high_profit
a14283,very_high_profit
a05504,very_high_profit
a21554,loss_or_zero
a19852,loss_or_zero
a04879,very_high_profit
a14739,very_high_profit
a00464,very_high_profit
a23784,loss_or_zero
a03781,very_high_profit
a10192,very_high_profit
a29168,very_high_profit
a28632,very_high_profit
a21333,loss_or_zero
a04302,loss_or_zero
a04029,loss_or_zero
a29671,very_high_profit
a04832,loss_or_zero
a00392,loss_or_zero
a21671,very_high_profit
a14759,loss_or_zero
a28561,very_high_profit
a00399,loss_or_zero
a16276,very_high_profit
a15670,very_high_profit
a05764,loss_or_zero
a18569,loss_or_zero
a29710,very_high_profit
a08400,loss_or_zero
a13011,loss_or_zero
a00060,very_high_profit
a18702,very_high_profit
a08836,very_high_profit
a20759,loss_or_zero
a07644,loss_or_zero
a25626,loss_or_zero
a22344,loss_or_zero
a03094,loss_or_zero
a28881,very_high_profit
a27768,very_high_profit
a26169,very_high_profit
a20175,loss_or_zero
a29528,very_high_profit
a29069,loss_or_zero
a22030,loss_or_zero
a21032,loss_or_zero
a13092,very_high_profit
a04558,loss_or_zero
a21644,very_high_profit
a05894,very_high_profit
a15953,very_high_profit
a09661,loss_or_zero
a02140,very_high_profit
a29674,loss_or_zero
a31214,loss_or_zero
a21656,loss_or_zero
a09488,loss_or_zero
a23664,very_high_profit
a22411,loss_or_zero
a00684,very_high_profit
a24463,loss_or_zero
a00027,loss_or_zero
a14525,very_high_profit
a25845,very_high_profit
a25858,very_high_profit
a16694,loss_or_zero
a23829,very_high_profit
a01505,very_high_profit
a29589,loss_or_zero
a25586,loss_or_zero
a22155,very_high_profit
a06701,loss_or_zero
a05497,loss_or_zero
a06596,loss_or_zero
a16341,very_high_profit
a12617,very_high_profit
a00310,loss_or_zero
a14141,loss_or_zero
a26130,loss_or_zero
a26126,very_high_profit
a11972,very_high_profit
a23236,very_high_profit
a02115,very_high_profit
a28770,loss_or_zero
a26726,loss_or_zero
a20861,very_high_profit
a13150,loss_or_zero
a13315,loss_or_zero
a01694,very_high_profit
a18020,very_high_profit
a22043,loss_or_zero
a30199,loss_or_zero
a10630,loss_or_zero
a14411,very_high_profit
a28186,very_high_profit
a20093,loss_or_zero
a13706,very_high_profit
a07087,very_high_profit
a31343,very_high_profit
a12088,very_high_profit
a21620,loss_or_zero
a25665,very_high_profit
a03731,loss_or_zero
a10287,very_high_profit
a17160,very_high_profit
a09147,loss_or_zero
a04058,loss_or_zero
a23644,very_high_profit
a01272,loss_or_zero
a27224,very_high_profit
a25572,very_high_profit
a31196,loss_or_zero
a15301,loss_or_zero
a13229,very_high_profit
a19276,loss_or_zero
a13897,loss_or_zero
a08824,very_high_profit
a26456,very_high_profit
a02764,very_high_profit
a00710,loss_or_zero
a22448,very_high_profit
a12175,very_high_profit
a30341,very_high_profit
a01993,very_high_profit
a12252,loss_or_zero
a14535,loss_or_zero
a25232,very_high_profit
a13994,loss_or_zero
a10148,very_high_profit
a14710,very_high_profit
a21752,very_high_profit
a08683,very_high_profit
a31159,very_high_profit
a10338,very_high_profit
a13676,very_high_profit
a17696,very_high_profit
a18302,loss_or_zero
a25442,very_high_profit
a15346,loss_or_zero
a27655,loss_or_zero
a28077,very_high_profit
a26856,very_high_profit
a19166,loss_or_zero
a10635,very_high_profit
a24983,loss_or_zero
a17013,very_high_profit
a14158,very_high_profit
a28003,very_high_profit
a16624,loss_or_zero
a24945,loss_or_zero
a22850,very_high_profit
a10185,very_high_profit
a17835,very_high_profit
a01177,very_high_profit
a16236,very_high_profit
a00840,very_high_profit
a11073,very_high_profit
a13426,very_high_profit
a25515,loss_or_zero
a14616,very_high_profit
a26300,loss_or_zero
a14951,very_high_profit
a12747,very_high_profit
a27535,loss_or_zero
a04313,very_high_profit
a29357,very_high_profit
a13858,very_high_profit
a16519,very_high_profit
a24591,loss_or_zero
a15530,very_high_profit
a05928,loss_or_zero
a17148,loss_or_zero
a24929,loss_or_zero
a15424,loss_or_zero
a17889,loss_or_zero
a21044,very_high_profit
a01148,loss_or_zero
a00518,very_high_profit
a12455,very_high_profit
a30398,loss_or_zero
a10755,very_high_profit
a06404,very_high_profit
a05809,loss_or_zero
a04780,loss_or_zero
a11662,very_high_profit
a17498,very_high_profit
a10563,loss_or_zero
a16014,very_high_profit
a05146,very_high_profit
a14812,very_high_profit
a10049,very_high_profit
a15612,very_high_profit
a05240,loss_or_zero
a22982,very_high_profit
a04418,loss_or_zero
a17890,loss_or_zero
a29697,loss_or_zero
a09981,loss_or_zero
a09111,very_high_profit
a11055,loss_or_zero
a23465,loss_or_zero
a07591,very_high_profit
a02902,loss_or_zero
a01599,very_high_profit
a11393,loss_or_zero
a14580,very_high_profit
a29434,loss_or_zero
a17621,loss_or_zero
a12117,loss_or_zero
a23760,very_high_profit
a19751,very_high_profit
a14382,very_high_profit
a28218,very_high_profit
a04873,very_high_profit
a15150,loss_or_zero
a16108,loss_or_zero
a10189,very_high_profit
a17705,very_high_profit
a16321,very_high_profit
a16046,loss_or_zero
a27889,loss_or_zero
a26131,loss_or_zero
a13651,very_high_profit
a17077,very_high_profit
a09911,very_high_profit
a27557,loss_or_zero
a19738,loss_or_zero
a02404,very_high_profit
a22209,loss_or_zero
a02856,loss_or_zero
a25890,loss_or_zero
a10863,loss_or_zero
a05846,loss_or_zero
a05157,loss_or_zero
a02426,very_high_profit
a09732,loss_or_zero
a30832,loss_or_zero
a12475,loss_or_zero
a02433,very_high_profit
a03805,very_high_profit
a02685,very_high_profit
a19868,loss_or_zero
a05657,loss_or_zero
a01181,very_high_profit
a19616,loss_or_zero
a03442,very_high_profit
a24790,very_high_profit
a27144,very_high_profit
a21847,loss_or_zero
a29431,very_high_profit
a02448,loss_or_zero
a06591,very_high_profit
a26494,loss_or_zero
a26568,very_high_profit
a14030,very_high_profit
a09057,very_high_profit
a10276,loss_or_zero
a09788,loss_or_zero
a14205,loss_or_zero
a26958,very_high_profit
a19894,loss_or_zero
a11838,very_high_profit
a10437,very_high_profit
a10576,very_high_profit
a18285,loss_or_zero
a25702,very_high_profit
a14979,very_high_profit
a04216,very_high_profit
a25033,very_high_profit
a12006,loss_or_zero
a07530,very_high_profit
a23755,loss_or_zero
a15051,loss_or_zero
a15357,loss_or_zero
a27854,loss_or_zero
a04860,loss_or_zero
a14570,loss_or_zero
a15044,loss_or_zero
a27246,very_high_profit
a00759,loss_or_zero
a18754,very_high_profit
a30509,loss_or_zero
a01662,loss_or_zero
a20167,very_high_profit
a08958,very_high_profit
a26447,loss_or_zero
a01087,loss_or_zero
a09091,very_high_profit
a03406,very_high_profit
a21879,loss_or_zero
a21433,loss_or_zero
a18449,very_high_profit
a09761,loss_or_zero
a07915,very_high_profit
a22772,loss_or_zero
a01902,very_high_profit
a05810,loss_or_zero
a30121,very_high_profit
a05383,very_high_profit
a29751,loss_or_zero
a09960,very_high_profit
a29472,loss_or_zero
a00640,very_high_profit
a31448,loss_or_zero
a28482,very_high_profit
a30496,very_high_profit
a00619,very_high_profit
a26745,loss_or_zero
a11450,very_high_profit
a27898,loss_or_zero
a00421,loss_or_zero
a30513,very_high_profit
a13496,very_high_profit
a14206,very_high_profit
a01977,loss_or_zero
a16407,loss_or_zero
a22359,loss_or_zero
a13741,loss_or_zero
a21787,very_high_profit
a16379,very_high_profit
a11408,very_high_profit
a23888,very_high_profit
a06002,loss_or_zero
a13985,loss_or_zero
a30635,loss_or_zero
a09963,very_high_profit
a19239,loss_or_zero
a08246,very_high_profit
a11726,very_high_profit
a21675,very_high_profit
a27025,loss_or_zero
a21659,very_high_profit
a27483,loss_or_zero
a25031,loss_or_zero
a20138,very_high_profit
a24324,very_high_profit
a29729,loss_or_zero
a27870,very_high_profit
a22218,loss_or_zero
a03462,very_high_profit
a16155,very_high_profit
a12711,very_high_profit
a31349,very_high_profit
a17006,very_high_profit
a13653,very_high_profit
a05016,very_high_profit
a15099,loss_or_zero
a02821,loss_or_zero
a07104,loss_or_zero
a09955,very_high_profit
a21245,very_high_profit
a17134,very_high_profit
a11919,loss_or_zero
a19524,very_high_profit
a28545,loss_or_zero
a13551,loss_or_zero
a14721,loss_or_zero
a29170,loss_or_zero
a24024,loss_or_zero
a16445,very_high_profit
a06413,loss_or_zero
a17885,loss_or_zero
a22391,very_high_profit
a03967,loss_or_zero
a20202,loss_or_zero
a21867,very_high_profit
a09430,very_high_profit
a12580,loss_or_zero
a17174,very_high_profit
a05334,very_high_profit
a25994,very_high_profit
a03935,very_high_profit
a02009,very_high_profit
a01234,loss_or_zero
a07311,very_high_profit
a28200,loss_or_zero
a23785,loss_or_zero
a18276,loss_or_zero
a12948,loss_or_zero
a03149,very_high_profit
a28078,very_high_profit
a15332,loss_or_zero
a11067,very_high_profit
a15873,loss_or_zero
a12125,loss_or_zero
a05978,loss_or_zero
a06394,loss_or_zero
a27593,loss_or_zero
a09176,loss_or_zero
a28670,loss_or_zero
a08845,loss_or_zero
a00136,loss_or_zero
a08522,loss_or_zero
a02399,loss_or_zero
a10558,loss_or_zero
a19382,loss_or_zero
a21230,loss_or_zero
a23212,loss_or_zero
a15759,loss_or_zero
a29830,loss_or_zero
a29812,very_high_profit
a14637,very_high_profit
a10764,very_high_profit
a16560,very_high_profit
a21615,very_high_profit
a21154,very_high_profit
a06572,very_high_profit
a16632,very_high_profit
a05493,loss_or_zero
a12089,very_high_profit
a00463,loss_or_zero
a02573,loss_or_zero
a09689,loss_or_zero
a09141,loss_or_zero
a21337,loss_or_zero
a17009,very_high_profit
a22198,very_high_profit
a21264,very_high_profit
a21015,loss_or_zero
a02099,very_high_profit
a27511,very_high_profit
a20737,loss_or_zero
a10699,very_high_profit
a23056,loss_or_zero
a10059,loss_or_zero
a26681,very_high_profit
a15070,very_high_profit
a16231,very_high_profit
a26913,very_high_profit
a20290,loss_or_zero
a18646,very_high_profit
a04277,loss_or_zero
a22051,loss_or_zero
a22267,loss_or_zero
a14837,very_high_profit
a25663,very_high_profit
a10572,loss_or_zero
a07759,very_high_profit
a13104,very_high_profit
a20303,loss_or_zero
a06388,loss_or_zero
a08484,loss_or_zero
a06510,very_high_profit
a29114,loss_or_zero
a09393,loss_or_zero
a03292,very_high_profit
a09775,loss_or_zero
a17323,loss_or_zero
a20937,loss_or_zero
a10982,loss_or_zero
a23300,loss_or_zero
a16315,loss_or_zero
a01365,loss_or_zero
a24344,very_high_profit
a26496,loss_or_zero
a26125,very_high_profit
a26922,loss_or_zero
a22457,loss_or_zero
a13800,very_high_profit
a22830,loss_or_zero
a09216,loss_or_zero
a00036,loss_or_zero
a22177,very_high_profit
a18608,very_high_profit
a05152,very_high_profit
a16868,very_high_profit
a00745,loss_or_zero
a04613,very_high_profit
a05282,loss_or_zero
a10703,loss_or_zero
a19444,very_high_profit
a11042,loss_or_zero
a17551,loss_or_zero
a02775,loss_or_zero
a21667,very_high_profit
a21643,loss_or_zero
a28402,loss_or_zero
a05873,very_high_profit
a01073,loss_or_zero
a04945,very_high_profit
a16338,very_high_profit
a14742,loss_or_zero
a02416,very_high_profit
a01787,very_high_profit
a14543,very_high_profit
a18473,very_high_profit
a10561,very_high_profit
a18504,loss_or_zero
a16689,loss_or_zero
a24260,very_high_profit
a07966,loss_or_zero
a17250,loss_or_zero
a04752,loss_or_zero
a06752,loss_or_zero
a02813,loss_or_zero
a22202,loss_or_zero
a03692,loss_or_zero
a19693,loss_or_zero
a25315,very_high_profit
a23811,loss_or_zero
a04197,loss_or_zero
a03720,very_high_profit
a08212,loss_or_zero
a21457,very_high_profit
a23986,very_high_profit
a06502,very_high_profit
a29921,very_high_profit
a16208,very_high_profit
a05491,very_high_profit
a20137,very_high_profit
a00041,very_high_profit
a25876,very_high_profit
a03436,loss_or_zero
a04291,very_high_profit
a30840,very_high_profit
a10756,very_high_profit
a05749,very_high_profit
a24492,loss_or_zero
a30710,very_high_profit
a12616,very_high_profit
a29096,very_high_profit
a23328,loss_or_zero
a02830,loss_or_zero
a08656,loss_or_zero
a22616,loss_or_zero
a31334,loss_or_zero
a23868,very_high_profit
a20001,loss_or_zero
a18428,very_high_profit
a16277,loss_or_zero
a16412,very_high_profit
a08815,loss_or_zero
a15497,very_high_profit
a11347,loss_or_zero
a25039,very_high_profit
a30901,very_high_profit
a31438,loss_or_zero
a27465,very_high_profit
a08078,loss_or_zero
a01613,loss_or_zero
a02461,loss_or_zero
a06909,loss_or_zero
a28301,very_high_profit
a04627,loss_or_zero
a19835,very_high_profit
a28265,very_high_profit
a26886,very_high_profit
a19334,very_high_profit
a31143,very_high_profit
a00962,very_high_profit
a09486,loss_or_zero
a09754,very_high_profit
a11057,very_high_profit
a14075,very_high_profit
a07272,loss_or_zero
a18501,very_high_profit
a24719,very_high_profit
a24205,loss_or_zero
a01571,loss_or_zero
a29172,loss_or_zero
a28196,very_high_profit
a28460,loss_or_zero
a17262,loss_or_zero
a05358,loss_or_zero
a18195,very_high_profit
a23532,loss_or_zero
a30230,loss_or_zero
a21231,loss_or_zero
a06875,loss_or_zero
a17693,loss_or_zero
a19637,very_high_profit
a13412,loss_or_zero
a21546,loss_or_zero
a19034,loss_or_zero
a29868,loss_or_zero
a24070,loss_or_zero
a19069,loss_or_zero
a08999,loss_or_zero
a23817,loss_or_zero
a17821,loss_or_zero
a21754,very_high_profit
a09668,very_high_profit
a05110,loss_or_zero
a14605,very_high_profit
a18105,very_high_profit
a19075,loss_or_zero
a28085,very_high_profit
a28011,very_high_profit
a27118,very_high_profit
a03064,very_high_profit
a15696,loss_or_zero
a08900,loss_or_zero
a23843,very_high_profit
a01882,very_high_profit
a05467,loss_or_zero
a28062,loss_or_zero
a17667,very_high_profit
a01986,very_high_profit
a27562,very_high_profit
a10880,very_high_profit
a20659,very_high_profit
a27522,very_high_profit
a16777,very_high_profit
a20704,loss_or_zero
a30007,very_high_profit
a25523,very_high_profit
a04176,very_high_profit
