account,profit_category
a12221,very_high_profit
a12236,very_high_profit
a25964,loss_or_zero
a07470,loss_or_zero
a08036,very_high_profit
a29001,very_high_profit
a23708,loss_or_zero
a02710,very_high_profit
a27034,very_high_profit
a02126,very_high_profit
a28600,loss_or_zero
a16280,loss_or_zero
a04704,very_high_profit
a15464,loss_or_zero
a05327,very_high_profit
a22137,very_high_profit
a23798,very_high_profit
a02186,very_high_profit
a01634,loss_or_zero
a26356,loss_or_zero
a25307,loss_or_zero
a12005,loss_or_zero
a20847,loss_or_zero
a12196,very_high_profit
a22502,very_high_profit
a22021,loss_or_zero
a05064,loss_or_zero
a15374,loss_or_zero
a27863,very_high_profit
a20153,very_high_profit
a28093,loss_or_zero
a06763,very_high_profit
a12290,loss_or_zero
a04407,loss_or_zero
a26739,loss_or_zero
a12388,loss_or_zero
a14667,very_high_profit
a17340,loss_or_zero
a25980,loss_or_zero
a06184,loss_or_zero
a07062,loss_or_zero
a05397,very_high_profit
a19163,loss_or_zero
a08758,very_high_profit
a29425,loss_or_zero
a10660,loss_or_zero
a02920,very_high_profit
a15987,very_high_profit
a12036,very_high_profit
a00465,loss_or_zero
a06224,loss_or_zero
a12775,very_high_profit
a26421,very_high_profit
a09998,loss_or_zero
a09323,very_high_profit
a30577,loss_or_zero
a01863,very_high_profit
a19799,very_high_profit
a02215,loss_or_zero
a06464,loss_or_zero
a14391,loss_or_zero
a04906,very_high_profit
a09879,very_high_profit
a15198,very_high_profit
a02822,loss_or_zero
a00260,loss_or_zero
a04788,loss_or_zero
a25524,loss_or_zero
a18247,loss_or_zero
a30626,very_high_profit
a29173,loss_or_zero
a03833,very_high_profit
a29660,very_high_profit
a16637,loss_or_zero
a10066,loss_or_zero
a19617,loss_or_zero
a21590,loss_or_zero
a01060,loss_or_zero
a15712,very_high_profit
a02517,loss_or_zero
a20085,loss_or_zero
a27968,very_high_profit
a12220,very_high_profit
a02518,very_high_profit
a02917,loss_or_zero
a19996,loss_or_zero
a16480,loss_or_zero
a22040,loss_or_zero
a25561,loss_or_zero
a26223,very_high_profit
a05727,very_high_profit
a18930,loss_or_zero
a04641,very_high_profit
a14269,very_high_profit
a24084,very_high_profit
a16512,loss_or_zero
a08993,very_high_profit
a22663,loss_or_zero
a28547,very_high_profit
a30797,loss_or_zero
a09633,very_high_profit
a29048,very_high_profit
a26035,very_high_profit
a14369,very_high_profit
a17892,very_high_profit
a04993,very_high_profit
a21357,very_high_profit
a16739,loss_or_zero
a28520,very_high_profit
a17752,very_high_profit
a11136,very_high_profit
a16505,very_high_profit
a24817,very_high_profit
a10496,loss_or_zero
a18486,very_high_profit
a08264,loss_or_zero
a19200,loss_or_zero
a10395,loss_or_zero
a18335,loss_or_zero
a07233,very_high_profit
a28066,very_high_profit
a28796,very_high_profit
a03273,loss_or_zero
a04251,very_high_profit
a21142,loss_or_zero
a22796,very_high_profit
a08989,very_high_profit
a21030,very_high_profit
a04610,loss_or_zero
a19829,loss_or_zero
a27051,very_high_profit
a24870,loss_or_zero
a29911,loss_or_zero
a19313,loss_or_zero
a06023,very_high_profit
a26322,very_high_profit
a07241,loss_or_zero
a28055,loss_or_zero
a01680,loss_or_zero
a00391,very_high_profit
a02436,loss_or_zero
a11490,very_high_profit
a11147,loss_or_zero
a03866,loss_or_zero
a28666,loss_or_zero
a01235,very_high_profit
a07106,very_high_profit
a12127,loss_or_zero
a18656,loss_or_zero
a13184,very_high_profit
a09739,loss_or_zero
a23694,loss_or_zero
a00672,very_high_profit
a29777,loss_or_zero
a16764,loss_or_zero
a12689,very_high_profit
a17719,very_high_profit
a14822,loss_or_zero
a19350,loss_or_zero
a05996,loss_or_zero
a17556,very_high_profit
a17645,very_high_profit
a17184,loss_or_zero
a24091,very_high_profit
a06075,loss_or_zero
a10366,loss_or_zero
a08786,loss_or_zero
a06212,loss_or_zero
a12888,very_high_profit
a03986,very_high_profit
a19317,loss_or_zero
a24406,very_high_profit
a08808,very_high_profit
a10646,very_high_profit
a30997,very_high_profit
a08898,very_high_profit
a04428,very_high_profit
a04476,very_high_profit
a10316,very_high_profit
a23380,very_high_profit
a30542,loss_or_zero
a31372,very_high_profit
a12744,loss_or_zero
a01611,loss_or_zero
a03926,loss_or_zero
a25402,very_high_profit
a20156,loss_or_zero
a24648,very_high_profit
a30531,very_high_profit
a06135,very_high_profit
a18857,loss_or_zero
a07816,loss_or_zero
a11567,loss_or_zero
a16751,very_high_profit
a27567,very_high_profit
a04308,very_high_profit
a22788,loss_or_zero
a16003,loss_or_zero
a26912,loss_or_zero
a17123,loss_or_zero
a19954,very_high_profit
a19057,loss_or_zero
a24397,very_high_profit
a16472,very_high_profit
a18079,very_high_profit
a00979,very_high_profit
a05371,loss_or_zero
a15143,very_high_profit
a00063,loss_or_zero
a14870,very_high_profit
a17168,very_high_profit
a25270,loss_or_zero
a23063,loss_or_zero
a30568,very_high_profit
a20054,loss_or_zero
a14103,very_high_profit
a06223,very_high_profit
a00096,loss_or_zero
a08546,very_high_profit
a30505,very_high_profit
a16591,loss_or_zero
a10804,loss_or_zero
a08634,loss_or_zero
a09498,loss_or_zero
a13083,loss_or_zero
a31085,loss_or_zero
a00867,very_high_profit
a17141,loss_or_zero
a14652,loss_or_zero
a08379,loss_or_zero
a09234,very_high_profit
a31332,very_high_profit
a21050,very_high_profit
a29179,loss_or_zero
a02462,loss_or_zero
a30404,very_high_profit
a31416,very_high_profit
a19028,loss_or_zero
a06603,loss_or_zero
a31061,loss_or_zero
a14009,very_high_profit
a14555,loss_or_zero
a19216,very_high_profit
a12931,very_high_profit
a20353,loss_or_zero
a12459,very_high_profit
a21325,loss_or_zero
a01865,loss_or_zero
a29570,loss_or_zero
a24152,very_high_profit
a12708,very_high_profit
a22538,very_high_profit
a14716,loss_or_zero
a31124,very_high_profit
a26122,loss_or_zero
a20830,loss_or_zero
a14736,very_high_profit
a21306,loss_or_zero
a09275,very_high_profit
a25824,loss_or_zero
a17809,loss_or_zero
a08909,very_high_profit
a17548,loss_or_zero
a30515,loss_or_zero
a06542,loss_or_zero
a26277,very_high_profit
a21276,loss_or_zero
a01837,very_high_profit
a27331,loss_or_zero
a28249,loss_or_zero
a08689,very_high_profit
a00830,very_high_profit
a03399,loss_or_zero
a25223,loss_or_zero
a30936,loss_or_zero
a17083,loss_or_zero
a13894,very_high_profit
a06968,loss_or_zero
a26106,very_high_profit
a09138,loss_or_zero
a09504,very_high_profit
a19477,very_high_profit
a02577,very_high_profit
a07112,very_high_profit
a24981,very_high_profit
a02136,loss_or_zero
a05910,loss_or_zero
a31016,loss_or_zero
a01503,loss_or_zero
a02605,very_high_profit
a04794,loss_or_zero
a11803,very_high_profit
a19045,loss_or_zero
a10970,very_high_profit
a26329,very_high_profit
a21251,loss_or_zero
a30915,loss_or_zero
a22061,very_high_profit
a22184,loss_or_zero
a14833,very_high_profit
a08676,loss_or_zero
a29960,loss_or_zero
a23388,loss_or_zero
a27819,loss_or_zero
a26636,loss_or_zero
a13312,loss_or_zero
a19295,loss_or_zero
a22942,very_high_profit
a17478,very_high_profit
a13228,very_high_profit
a11766,very_high_profit
a31417,loss_or_zero
a09312,loss_or_zero
a24875,very_high_profit
a08348,very_high_profit
a24388,very_high_profit
a19332,very_high_profit
a18452,very_high_profit
a04168,loss_or_zero
a12880,very_high_profit
a12238,very_high_profit
a25743,very_high_profit
a13237,loss_or_zero
a08206,loss_or_zero
a09660,very_high_profit
a27013,loss_or_zero
a00258,loss_or_zero
a25578,loss_or_zero
a22562,loss_or_zero
a15305,very_high_profit
a19724,loss_or_zero
a03092,very_high_profit
a30437,loss_or_zero
a12319,very_high_profit
a05796,loss_or_zero
a26218,very_high_profit
a15009,loss_or_zero
a18427,very_high_profit
a29603,very_high_profit
a10691,very_high_profit
a22149,loss_or_zero
a04567,very_high_profit
a20460,very_high_profit
a08358,loss_or_zero
a16636,very_high_profit
a06234,very_high_profit
a00389,loss_or_zero
a19071,very_high_profit
a16411,loss_or_zero
a16310,loss_or_zero
a30248,very_high_profit
a11564,very_high_profit
a02134,very_high_profit
a02489,very_high_profit
a03297,very_high_profit
a19717,loss_or_zero
a10623,very_high_profit
a27055,loss_or_zero
a03163,very_high_profit
a21040,loss_or_zero
a22558,very_high_profit
a09860,very_high_profit
a11911,very_high_profit
a31376,very_high_profit
a07584,very_high_profit
a27488,very_high_profit
a01601,very_high_profit
a14256,very_high_profit
a24032,loss_or_zero
a00792,very_high_profit
a01751,very_high_profit
a29122,loss_or_zero
a04711,loss_or_zero
a01514,very_high_profit
a01393,very_high_profit
a17067,very_high_profit
a15659,loss_or_zero
a07365,very_high_profit
a25972,very_high_profit
a19089,loss_or_zero
a24845,loss_or_zero
a06430,very_high_profit
a16946,loss_or_zero
a26984,loss_or_zero
a02827,loss_or_zero
a23040,very_high_profit
a10615,very_high_profit
a18423,loss_or_zero
a25549,very_high_profit
a02616,very_high_profit
a17735,loss_or_zero
a24689,very_high_profit
a24166,loss_or_zero
a09571,loss_or_zero
a24795,very_high_profit
a28031,very_high_profit
a11334,very_high_profit
a00037,very_high_profit
a22307,loss_or_zero
a14085,very_high_profit
a24487,loss_or_zero
a23627,loss_or_zero
a16612,loss_or_zero
a30876,very_high_profit
a10364,loss_or_zero
a17914,very_high_profit
a09646,very_high_profit
a06821,very_high_profit
a14353,loss_or_zero
a04181,very_high_profit
a15266,loss_or_zero
a19084,very_high_profit
a16515,very_high_profit
a15025,loss_or_zero
a11186,very_high_profit
a22721,very_high_profit
a13407,very_high_profit
a14860,loss_or_zero
a08482,very_high_profit
a02464,very_high_profit
a10515,very_high_profit
a27794,loss_or_zero
a06549,loss_or_zero
a20734,very_high_profit
a11542,loss_or_zero
a10612,very_high_profit
a26660,loss_or_zero
a25886,loss_or_zero
a08316,loss_or_zero
a03036,very_high_profit
a01578,very_high_profit
a00662,loss_or_zero
a24575,loss_or_zero
a10488,loss_or_zero
a15526,very_high_profit
a14484,very_high_profit
a24244,very_high_profit
a20924,very_high_profit
a20267,loss_or_zero
a02560,loss_or_zero
a27482,loss_or_zero
a28142,loss_or_zero
a10969,very_high_profit
a28717,very_high_profit
a17079,loss_or_zero
a04515,loss_or_zero
a27045,loss_or_zero
a04203,loss_or_zero
a15834,loss_or_zero
a23572,loss_or_zero
a13990,very_high_profit
a25118,very_high_profit
a01368,loss_or_zero
a20786,loss_or_zero
a30737,loss_or_zero
a12343,loss_or_zero
a16281,loss_or_zero
a21208,very_high_profit
a19426,very_high_profit
a19837,loss_or_zero
a06485,very_high_profit
a23896,very_high_profit
a22666,loss_or_zero
a21257,loss_or_zero
a02093,very_high_profit
a17757,loss_or_zero
a01739,very_high_profit
a03972,very_high_profit
a27473,loss_or_zero
a05862,loss_or_zero
a20911,loss_or_zero
a10043,very_high_profit
a05410,loss_or_zero
a06355,loss_or_zero
a05106,very_high_profit
a01127,very_high_profit
a17886,loss_or_zero
a20640,loss_or_zero
a19956,loss_or_zero
a02264,very_high_profit
a25024,very_high_profit
a19091,very_high_profit
a19569,very_high_profit
a00265,loss_or_zero
a31432,very_high_profit
a12950,very_high_profit
a25266,loss_or_zero
a22313,very_high_profit
a27038,loss_or_zero
a29873,loss_or_zero
a14059,loss_or_zero
a15650,very_high_profit
a04261,very_high_profit
a12193,very_high_profit
a22242,very_high_profit
a04517,loss_or_zero
a05916,very_high_profit
a00764,very_high_profit
a07468,loss_or_zero
a22183,loss_or_zero
a00201,very_high_profit
a26332,very_high_profit
a27197,loss_or_zero
a25849,loss_or_zero
a28534,loss_or_zero
a14866,very_high_profit
a17378,very_high_profit
a11623,loss_or_zero
a21950,very_high_profit
a25250,very_high_profit
a29706,very_high_profit
a24869,loss_or_zero
a25391,very_high_profit
a14714,loss_or_zero
a08842,loss_or_zero
a18872,very_high_profit
a16600,very_high_profit
a15391,loss_or_zero
a05816,very_high_profit
a16443,loss_or_zero
a30039,loss_or_zero
a19881,very_high_profit
a06260,very_high_profit
a20334,very_high_profit
a08124,very_high_profit
a27127,loss_or_zero
a12480,very_high_profit
a30886,loss_or_zero
a12246,very_high_profit
a24097,loss_or_zero
a18002,loss_or_zero
a01556,very_high_profit
a25598,very_high_profit
a27363,loss_or_zero
a28409,loss_or_zero
a22336,loss_or_zero
a13238,loss_or_zero
a01245,very_high_profit
a24609,loss_or_zero
a04161,very_high_profit
a01984,very_high_profit
a24419,loss_or_zero
a22951,loss_or_zero
a10988,loss_or_zero
a05794,loss_or_zero
a23945,loss_or_zero
a17796,loss_or_zero
a01427,loss_or_zero
a27702,very_high_profit
a16818,loss_or_zero
a06659,very_high_profit
a23675,very_high_profit
a08866,loss_or_zero
a18681,loss_or_zero
a26977,very_high_profit
a19620,loss_or_zero
a17486,very_high_profit
a31399,loss_or_zero
a25751,very_high_profit
a08048,very_high_profit
a23554,loss_or_zero
a25113,very_high_profit
a22159,loss_or_zero
a30013,very_high_profit
a25473,loss_or_zero
a19134,very_high_profit
a00912,loss_or_zero
a18380,loss_or_zero
a05479,loss_or_zero
a24408,very_high_profit
a21456,loss_or_zero
a09979,very_high_profit
a27767,loss_or_zero
a11878,very_high_profit
a22446,loss_or_zero
a01525,very_high_profit
a10305,very_high_profit
a07102,very_high_profit
a01524,very_high_profit
a09051,loss_or_zero
a02901,loss_or_zero
a16865,loss_or_zero
a22447,loss_or_zero
a21641,loss_or_zero
a26691,loss_or_zero
a24458,loss_or_zero
a11768,very_high_profit
a01190,loss_or_zero
a13154,loss_or_zero
a06172,very_high_profit
a20101,very_high_profit
a24712,very_high_profit
a28397,loss_or_zero
a29714,very_high_profit
a16536,very_high_profit
a30452,very_high_profit
a08510,loss_or_zero
a09185,very_high_profit
a15495,loss_or_zero
a19997,very_high_profit
a06753,loss_or_zero
a05556,loss_or_zero
a06294,very_high_profit
a01409,very_high_profit
a02931,very_high_profit
a01892,loss_or_zero
a25960,very_high_profit
a13497,very_high_profit
a16552,very_high_profit
a30502,very_high_profit
a16388,loss_or_zero
a14394,very_high_profit
a18045,loss_or_zero
a03073,very_high_profit
a08039,very_high_profit
a00963,loss_or_zero
a06056,loss_or_zero
a22097,loss_or_zero
a26012,loss_or_zero
a31026,very_high_profit
a01987,loss_or_zero
a09463,loss_or_zero
a24200,loss_or_zero
a07905,loss_or_zero
a27231,very_high_profit
a06944,loss_or_zero
a06378,very_high_profit
a28549,loss_or_zero
a06725,very_high_profit
a11087,loss_or_zero
a25563,very_high_profit
a09774,loss_or_zero
a19460,loss_or_zero
a28230,loss_or_zero
a27912,loss_or_zero
a27302,loss_or_zero
a21103,very_high_profit
a17371,loss_or_zero
a27700,very_high_profit
a07824,loss_or_zero
a08738,loss_or_zero
a11888,very_high_profit
a27460,very_high_profit
a11700,loss_or_zero
a06446,loss_or_zero
a01338,loss_or_zero
a06028,loss_or_zero
a03449,very_high_profit
a10137,loss_or_zero
a08832,very_high_profit
a03844,loss_or_zero
a15544,loss_or_zero
a03664,very_high_profit
a16403,very_high_profit
a30383,loss_or_zero
a25127,very_high_profit
a01937,loss_or_zero
a01604,very_high_profit
a18727,very_high_profit
a21885,very_high_profit
a10416,very_high_profit
a17851,loss_or_zero
a18220,loss_or_zero
a03875,loss_or_zero
a20875,loss_or_zero
a31296,very_high_profit
a29865,very_high_profit
a09866,loss_or_zero
a16728,very_high_profit
a03053,very_high_profit
a28036,very_high_profit
a04147,very_high_profit
a13153,very_high_profit
a00081,very_high_profit
a29379,loss_or_zero
a07525,very_high_profit
a24666,loss_or_zero
a14129,very_high_profit
a16912,very_high_profit
a22368,loss_or_zero
a01339,very_high_profit
a23933,loss_or_zero
a09497,very_high_profit
a30738,loss_or_zero
a26529,loss_or_zero
a13324,very_high_profit
a09526,loss_or_zero
a03521,loss_or_zero
a16070,very_high_profit
a24829,loss_or_zero
a11371,very_high_profit
a22400,very_high_profit
a14774,loss_or_zero
a12087,very_high_profit
a12201,very_high_profit
a08970,loss_or_zero
a28788,very_high_profit
a15351,loss_or_zero
a11005,loss_or_zero
a18599,loss_or_zero
a25105,very_high_profit
a18527,loss_or_zero
a05763,loss_or_zero
a29388,loss_or_zero
a19547,very_high_profit
a12628,loss_or_zero
a03783,very_high_profit
a26560,loss_or_zero
a31348,loss_or_zero
a28023,loss_or_zero
a27496,loss_or_zero
a29027,very_high_profit
a27846,loss_or_zero
a20157,very_high_profit
a08624,very_high_profit
a16423,very_high_profit
a29902,loss_or_zero
a30546,loss_or_zero
a02692,very_high_profit
a10974,very_high_profit
a28671,loss_or_zero
a12052,very_high_profit
a07268,loss_or_zero
a30583,very_high_profit
a29653,very_high_profit
a30952,very_high_profit
a06117,very_high_profit
a17425,loss_or_zero
a09244,loss_or_zero
a28217,loss_or_zero
a14262,loss_or_zero
a30399,loss_or_zero
a28234,loss_or_zero
a23220,loss_or_zero
a28182,very_high_profit
a06555,loss_or_zero
a09187,very_high_profit
a24147,loss_or_zero
a05624,very_high_profit
a13413,loss_or_zero
a26309,very_high_profit
a14741,loss_or_zero
a10872,very_high_profit
a10095,loss_or_zero
a31451,very_high_profit
a15176,loss_or_zero
a24736,very_high_profit
a10217,loss_or_zero
a02021,loss_or_zero
a11278,very_high_profit
a03281,very_high_profit
a01791,loss_or_zero
a14967,very_high_profit
a30005,loss_or_zero
a02584,very_high_profit
a02891,loss_or_zero
a20266,very_high_profit
a11695,loss_or_zero
a06527,very_high_profit
a17464,very_high_profit
a20134,very_high_profit
a18787,loss_or_zero
a27873,very_high_profit
a30469,loss_or_zero
a31384,very_high_profit
a11923,very_high_profit
a05921,loss_or_zero
a08086,very_high_profit
a09959,very_high_profit
a10071,loss_or_zero
a07641,loss_or_zero
a17367,very_high_profit
a15783,very_high_profit
a30102,loss_or_zero
a24223,loss_or_zero
a15673,very_high_profit
a08416,very_high_profit
a07933,very_high_profit
a08737,loss_or_zero
a06885,very_high_profit
a20782,very_high_profit
a24065,loss_or_zero
a03877,loss_or_zero
a24646,very_high_profit
a14179,loss_or_zero
a13243,loss_or_zero
a15196,loss_or_zero
a03368,very_high_profit
a29974,loss_or_zero
a23222,very_high_profit
a30041,loss_or_zero
a19898,loss_or_zero
a18815,very_high_profit
a29565,very_high_profit
a08595,loss_or_zero
a01065,loss_or_zero
a19152,loss_or_zero
a24867,very_high_profit
a05529,loss_or_zero
a18413,very_high_profit
a30759,loss_or_zero
a30086,loss_or_zero
a13712,loss_or_zero
a25739,loss_or_zero
a16510,very_high_profit
a09967,very_high_profit
a22618,very_high_profit
a25789,loss_or_zero
a16002,very_high_profit
a21151,loss_or_zero
a10415,very_high_profit
a06655,very_high_profit
a02262,very_high_profit
a19622,very_high_profit
a24167,very_high_profit
a22306,loss_or_zero
a25767,very_high_profit
a26255,loss_or_zero
a09093,very_high_profit
a24384,very_high_profit
a20264,very_high_profit
a19629,very_high_profit
a27399,very_high_profit
a16047,loss_or_zero
a14884,loss_or_zero
a04344,loss_or_zero
a28292,very_high_profit
a13802,very_high_profit
a27773,loss_or_zero
a06886,loss_or_zero
a21249,loss_or_zero
a28377,loss_or_zero
a07440,loss_or_zero
a24386,very_high_profit
a02652,loss_or_zero
a27561,very_high_profit
a26427,loss_or_zero
a00694,loss_or_zero
a10412,very_high_profit
a13791,loss_or_zero
a09547,loss_or_zero
a15378,very_high_profit
a11277,very_high_profit
a02834,loss_or_zero
a09114,loss_or_zero
a17326,loss_or_zero
a09261,loss_or_zero
a11230,very_high_profit
a00001,loss_or_zero
a06073,loss_or_zero
a26444,very_high_profit
a09056,loss_or_zero
a03982,loss_or_zero
a00221,very_high_profit
a01373,very_high_profit
a04857,loss_or_zero
a18349,very_high_profit
a06208,very_high_profit
a24616,loss_or_zero
a12322,very_high_profit
a23196,loss_or_zero
a05710,loss_or_zero
a06581,loss_or_zero
a23827,very_high_profit
a02568,loss_or_zero
a01414,very_high_profit
a22407,very_high_profit
a31025,loss_or_zero
a14447,loss_or_zero
a10094,loss_or_zero
a15628,very_high_profit
a08417,very_high_profit
a31228,loss_or_zero
a26813,loss_or_zero
a28714,loss_or_zero
a12915,loss_or_zero
a19326,loss_or_zero
a12881,very_high_profit
a17477,loss_or_zero
a00572,loss_or_zero
a16808,loss_or_zero
a14568,loss_or_zero
a25034,very_high_profit
a29035,very_high_profit
a19483,loss_or_zero
a25710,loss_or_zero
a31043,very_high_profit
a20904,loss_or_zero
a07578,loss_or_zero
a06213,loss_or_zero
a23812,loss_or_zero
a30806,loss_or_zero
a19947,loss_or_zero
a14512,loss_or_zero
a18806,very_high_profit
a25371,very_high_profit
a12583,very_high_profit
a25123,very_high_profit
a12802,loss_or_zero
a31036,very_high_profit
a04999,loss_or_zero
a22553,very_high_profit
a29420,loss_or_zero
a09779,loss_or_zero
a12510,very_high_profit
a21608,loss_or_zero
a15077,very_high_profit
a08579,very_high_profit
a18356,very_high_profit
a24973,loss_or_zero
a25863,very_high_profit
a13981,loss_or_zero
a09941,very_high_profit
a19703,loss_or_zero
a06395,very_high_profit
a23671,loss_or_zero
a18070,very_high_profit
a22163,loss_or_zero
a29115,loss_or_zero
a30366,loss_or_zero
a28366,very_high_profit
a29149,loss_or_zero
a26392,very_high_profit
a27064,very_high_profit
a11414,loss_or_zero
a20730,very_high_profit
a30448,very_high_profit
a07048,loss_or_zero
a22911,loss_or_zero
a25650,very_high_profit
a05997,loss_or_zero
a28317,loss_or_zero
a00306,loss_or_zero
a03506,loss_or_zero
a31208,very_high_profit
a07022,loss_or_zero
a29843,loss_or_zero
a01408,very_high_profit
a21692,very_high_profit
a19039,very_high_profit
a26864,very_high_profit
a02467,loss_or_zero
a22839,very_high_profit
a09250,very_high_profit
a08389,very_high_profit
a03305,loss_or_zero
a04283,loss_or_zero
a27825,loss_or_zero
a00271,very_high_profit
a22714,very_high_profit
a24096,very_high_profit
a25472,very_high_profit
a05973,loss_or_zero
a19679,loss_or_zero
a07997,loss_or_zero
a20208,loss_or_zero
a20046,very_high_profit
a28326,very_high_profit
a06407,very_high_profit
a12558,loss_or_zero
a01044,loss_or_zero
a25599,loss_or_zero
a04872,loss_or_zero
a19844,loss_or_zero
a17840,very_high_profit
a15789,very_high_profit
a09140,loss_or_zero
a30310,very_high_profit
a21240,very_high_profit
a11228,very_high_profit
a16252,very_high_profit
a02457,very_high_profit
a00455,loss_or_zero
a27840,loss_or_zero
a14171,loss_or_zero
a19457,loss_or_zero
a09069,loss_or_zero
a20109,very_high_profit
a17296,very_high_profit
a25075,very_high_profit
a12838,very_high_profit
a03734,loss_or_zero
a23011,very_high_profit
a17145,loss_or_zero
a10218,loss_or_zero
a00798,loss_or_zero
a04149,loss_or_zero
a06769,loss_or_zero
a01728,loss_or_zero
a12008,loss_or_zero
a29593,very_high_profit
a10935,loss_or_zero
a21298,very_high_profit
a20653,very_high_profit
a28505,very_high_profit
a04530,loss_or_zero
a22574,loss_or_zero
a19910,loss_or_zero
a15980,loss_or_zero
a14946,very_high_profit
a20413,very_high_profit
a08848,very_high_profit
a12281,loss_or_zero
a11233,loss_or_zero
a01460,very_high_profit
a16291,very_high_profit
a28979,very_high_profit
a25900,loss_or_zero
a23584,very_high_profit
a21053,loss_or_zero
a02875,very_high_profit
a14664,loss_or_zero
a23926,loss_or_zero
a31367,very_high_profit
a18752,loss_or_zero
a18531,very_high_profit
a09294,very_high_profit
a29513,very_high_profit
a05783,very_high_profit
a01319,loss_or_zero
a27498,very_high_profit
a00631,loss_or_zero
a24220,loss_or_zero
a05245,very_high_profit
a27384,very_high_profit
a15195,very_high_profit
a03956,very_high_profit
a24174,very_high_profit
a29304,very_high_profit
a06670,loss_or_zero
a13761,very_high_profit
a20649,very_high_profit
a11712,loss_or_zero
a01486,very_high_profit
a14868,loss_or_zero
a24509,loss_or_zero
a26964,very_high_profit
a12635,very_high_profit
a28764,very_high_profit
a03411,very_high_profit
a19082,very_high_profit
a02100,very_high_profit
a18343,loss_or_zero
a16712,loss_or_zero
a16009,very_high_profit
a09825,very_high_profit
a09354,loss_or_zero
a19346,loss_or_zero
a18605,loss_or_zero
a02763,very_high_profit
a13956,very_high_profit
a30694,very_high_profit
a13524,loss_or_zero
a26657,loss_or_zero
a16815,very_high_profit
a10547,loss_or_zero
a09803,very_high_profit
a06266,loss_or_zero
a17484,loss_or_zero
a11422,very_high_profit
a15219,very_high_profit
a07651,loss_or_zero
a07475,loss_or_zero
a14964,very_high_profit
a22631,very_high_profit
a23448,very_high_profit
a12361,loss_or_zero
a31397,loss_or_zero
a22549,loss_or_zero
a02147,loss_or_zero
a01845,very_high_profit
a02880,very_high_profit
a01345,loss_or_zero
a02696,loss_or_zero
a24629,very_high_profit
a11531,very_high_profit
a20840,very_high_profit
a20328,very_high_profit
a10037,loss_or_zero
a22178,very_high_profit
a08841,very_high_profit
a13172,loss_or_zero
a28228,loss_or_zero
a07360,very_high_profit
a25058,loss_or_zero
a01706,loss_or_zero
a22857,loss_or_zero
a00377,loss_or_zero
a01830,very_high_profit
a04830,very_high_profit
a22339,very_high_profit
a12300,very_high_profit
a07571,loss_or_zero
a28119,very_high_profit
a21977,very_high_profit
a06710,very_high_profit
a04076,very_high_profit
a20802,very_high_profit
a05917,very_high_profit
a00920,very_high_profit
a25794,very_high_profit
a24946,very_high_profit
a25508,very_high_profit
a18595,very_high_profit
a25696,very_high_profit
a28008,loss_or_zero
a31490,loss_or_zero
a28993,loss_or_zero
a07852,very_high_profit
a14368,loss_or_zero
a07574,loss_or_zero
a29285,loss_or_zero
a13598,very_high_profit
a14112,very_high_profit
a11663,very_high_profit
a28702,loss_or_zero
a30782,very_high_profit
a21861,loss_or_zero
a14695,very_high_profit
a06803,very_high_profit
a13399,loss_or_zero
a04419,very_high_profit
a03498,loss_or_zero
a06930,loss_or_zero
a13073,very_high_profit
a02632,loss_or_zero
a18731,very_high_profit
a15723,loss_or_zero
a24649,loss_or_zero
a13950,very_high_profit
a13729,very_high_profit
a22679,loss_or_zero
a30457,loss_or_zero
a27560,loss_or_zero
a18820,loss_or_zero
a14855,very_high_profit
a09554,loss_or_zero
a03952,very_high_profit
a31195,very_high_profit
a24082,loss_or_zero
a24265,very_high_profit
a15023,loss_or_zero
a30930,loss_or_zero
a16573,loss_or_zero
a14480,loss_or_zero
a04994,loss_or_zero
a01293,very_high_profit
a11524,very_high_profit
a09345,very_high_profit
a11244,very_high_profit
a23799,loss_or_zero
a00341,loss_or_zero
a19710,very_high_profit
a02631,very_high_profit
a15794,very_high_profit
a11032,very_high_profit
a25622,loss_or_zero
a18676,loss_or_zero
a31414,very_high_profit
a05063,very_high_profit
a04829,very_high_profit
a10282,very_high_profit
a26076,very_high_profit
a26549,very_high_profit
a09818,loss_or_zero
a28919,loss_or_zero
a18110,loss_or_zero
a12308,very_high_profit
a00894,very_high_profit
a29934,very_high_profit
a00563,loss_or_zero
a23068,loss_or_zero
a15900,loss_or_zero
a25049,very_high_profit
a16093,loss_or_zero
a24256,loss_or_zero
a18935,loss_or_zero
a08674,loss_or_zero
a00318,very_high_profit
a19685,loss_or_zero
a00926,loss_or_zero
a14968,loss_or_zero
a20459,loss_or_zero
a20146,very_high_profit
a05377,loss_or_zero
a22524,loss_or_zero
a05989,loss_or_zero
a13350,loss_or_zero
a02939,loss_or_zero
a16460,very_high_profit
a29832,loss_or_zero
a02014,loss_or_zero
a02646,very_high_profit
a14972,very_high_profit
a10866,very_high_profit
a12304,loss_or_zero
a26029,very_high_profit
a19502,very_high_profit
a23770,very_high_profit
a01596,very_high_profit
a08205,very_high_profit
a00072,loss_or_zero
a25389,loss_or_zero
a14519,loss_or_zero
a18745,loss_or_zero
a00127,very_high_profit
a29378,loss_or_zero
a10222,very_high_profit
a16530,very_high_profit
a22379,very_high_profit
a14847,loss_or_zero
a27721,loss_or_zero
a12942,very_high_profit
a13435,loss_or_zero
a22138,loss_or_zero
a31290,very_high_profit
