account,normal_fprofit,normal_fpprofit,normal_fsize,abnormal_fprofit,abnormal_fpprofit,abnormal_fsize,bad_fprofit,bad_fpprofit,bad_fsize,A_fprofit,A_fpprofit,A_fsize,B_fprofit,B_fpprofit,B_fsize,normal_bprofit,normal_bpprofit,normal_bsize,abnormal_bprofit,abnormal_bpprofit,abnormal_bsize,bad_bprofit,bad_bpprofit,bad_bsize,A_bprofit,A_bpprofit,A_bsize,B_bprofit,B_bpprofit,B_bsize
a24217,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,91269865230866.6,91269865230866.6,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,91355621260652.16,91355621260652.16,4
a04845,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,7318346242393.442,7318346242393.442,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,3702161725622.5264,3702161725622.5264,5
a25243,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,2894904904989.32,2894904904989.32,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,2976109100000.0,2976109100000.0,2
a06750,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,37733999999.999985,37733999999.999985,2
a07443,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,17851377400000.0,17851377400000.0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,18038789100000.0,18038789100000.0,1
a28470,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,907150000000.0,907150000000.0,5
a10589,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1984000000.0,1984000000.0,1
a26498,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,60476120000.0,60476120000.0,2
a00803,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,402412400000.0,402412400000.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,399812300000.0,399812300000.0,1
a21516,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,234966190000000.0,234966190000000.0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,12510610535878.43,12510610535878.43,5
a27845,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1264229921000.0,1264229921000.0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,19147860000000.0,19147860000000.0,5
a08016,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5
a07568,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,490244511890000.0,490244511890000.0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,490267714799991.0,490267714799991.0,5
a14098,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,989547337000.0,989547337000.0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1048929876000.0,1048929876000.0,3
a26718,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,27000000000.0,27000000000.0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,9946000000000.0,9946000000000.0,1
a14346,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1009922000000000.0,1009922000000000.0,3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,54000000000.0,54000000000.0,5
a15074,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,99000000000.0,99000000000.0,4
a16415,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,33646742380064.457,33646742380064.457,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,34334060000000.0,34334060000000.0,1
